Time,GPS Speed,GPS Nsat,GPS LatAcc,GPS LonAcc,GPS Slope,GPS Heading,GPS Gyro,GPS Altitude,GPS PosAccuracy,GPS SpdAccuracy,GPS Radius,GPS Latitude,GPS Longitude,LoggerTemp,Battery,Predictive Time,Engine RPM,Speed,Gear,Water Temp,Head Temp,Exhaust Temp,Oil Temp,Oil Press,Brake Press,Throttle Pos,Brake Pos,Clutch Pos,Steering Pos,Lambda,Lateral Acc,Inline Acc,Fuel Level,Battery Voltage,Vertical Acc,Distance on GPS Speed,Distance on Vehicle Speed,Unnamed: 38,Distance,Action
265.15,85.2394,15.0,1.2153,-0.0942,-0.259,8.3192,28.8174,-37.1585,5.4,0.14,47.0766,13.00030436,79.98598095,63.8937,3.8469,105336.0,4611.0,87.0,2.0,99.4,48.6,48.6,94.9,4.05,-0.06,4.0,-1.0,0.0,47.8095,0.0,1.2158,0.2995,0.0,12.3,0.0,4285.3896,4328.2793,,611.6101000000003,Turning
265.2,84.805,15.0,1.2271,-0.0771,-0.2532,9.8646,29.1596,-37.1579,5.4,0.14,46.2872,13.00031468,79.98598306,63.9442,3.8461,105336.0,4552.3975,87.0,2.0,99.4,48.6,48.6,94.9,4.0245,-0.0577,5.0125,-1.0,0.0,45.4286,0.0,1.0075,-0.0814,0.0,12.3,0.0,4286.5703,4329.4873,,612.7908000000002,Turning
265.25,84.4964,15.0,1.2223,-0.0334,-0.2395,11.3681,29.0974,-37.1477,5.4,0.14,46.2173,13.00032488,79.98598533,63.9947,3.8454,105336.0,4473.0,87.0,2.0,99.4,48.6,48.6,94.9,3.9636,-0.0452,10.6375,-1.0,0.0,45.0,0.0,0.97,-0.15,0.0,12.3,0.0,4287.7451,4330.6958,,613.9656,Turning
265.3,84.5797,15.0,1.2227,0.0288,-0.209,12.8849,29.1297,-37.1369,5.4,0.135,46.2115,13.00033523,79.98598802,64.0452,3.8446,105336.0,4473.0,87.0,2.0,99.4,48.6,48.6,94.9,3.96,-0.0601,15.0139,-1.0,0.0,47.4658,0.0,1.0549,-0.1336,0.0,12.3,0.0,4288.9189,4331.9043,,615.1393999999996,Turning
265.35,84.9063,15.0,1.2295,0.0874,-0.1986,14.3393,29.2772,-37.1262,5.4,0.13,46.1563,13.00034543,79.98599092,64.0957,3.8439,105336.0,4736.5,86.5571,2.0,99.4,48.6,48.6,94.9,3.969,-0.09,18.0,-1.0,0.0,53.6301,0.0,1.2673,-0.0925,0.0,12.3,0.0,4290.0967,4333.1055,,616.3172,Turning
265.4,85.4205,15.0,1.2224,0.106,-0.1738,15.5227,29.0617,-37.1058,5.4,0.13,46.7802,13.00035576,79.98599402,64.1462,3.8432,105336.0,5021.0317,86.0,2.0,99.3651,48.6061,48.6061,94.9,3.9905,-0.09,18.0,-1.0,0.0,54.0,0.0,1.28,-0.09,0.0,12.3,0.0,4291.2798,4334.3071,,617.5003000000002,Turning
265.45,85.8217,14.0,1.1956,0.1468,-0.1744,16.7733,28.3692,-37.1015,5.4,0.1225,48.1471,13.00036605,79.9859975,64.1889,3.8425,105336.0,4807.5396,86.0,2.0,99.2064,48.9091,48.9091,94.9,4.0132,-0.1894,16.7576,-1.0,0.0,53.0606,0.0,1.6182,-0.0477,0.0,12.3,0.0,4292.4697,4335.5015,,618.6901999999995,Turning
265.5,85.9919,14.0,1.1534,0.2224,-0.1422,18.3182,27.2834,-37.0837,5.4,0.13,50.1625,13.00037621,79.98600119,64.1406,3.8433,105336.0,4799.0,86.0,2.0,99.2,49.0,49.0,94.9,4.02,-0.25,16.0,-1.0,0.0,52.0,0.0,2.0,0.0,0.0,12.3,0.0,4293.6631,4336.6958,,619.8835999999997,Turning
265.55,86.1991,14.0,1.1651,0.2608,-0.108,19.7641,27.4371,-37.0671,5.4,0.13,50.0018,13.00038624,79.98600516,64.0924,3.8441,105336.0,4799.0,86.0,2.0,99.2,49.0,49.0,94.9,4.0144,-0.2485,18.9231,-1.0,0.0,52.0,0.0,2.0,0.0,0.0,12.3,0.0,4294.8594,4337.8916,,621.0799000000002,Turning
265.6,86.6689,14.0,1.1573,0.2667,-0.0665,21.1571,27.1148,-37.0272,5.4,0.14,50.8717,13.00039641,79.98600944,64.0442,3.8449,105336.0,4807.4375,86.2344,2.0,99.2,49.0,49.0,94.9,4.0,-0.2408,33.5385,-1.0,0.0,49.7031,0.0,1.9311,-0.0766,0.0,12.3,0.0,4296.0601,4339.0879,,622.2805999999996,Turning
265.65,87.1559,14.0,1.152,0.2461,-0.03,22.657,26.8512,-37.0048,5.4,0.1375,51.6599,13.00040636,79.98601394,63.9959,3.8456,105336.0,4836.0278,87.0139,2.0,99.2,49.0,49.0,94.9,4.0,-0.24,35.0,-1.0,0.0,49.0,0.0,1.91,-0.1,0.0,12.3,0.0,4297.2681,4340.2959,,623.4886000000001,Turning
265.7,87.3706,14.0,1.1623,0.2435,-0.0305,24.0257,26.9645,-36.9932,5.4,0.125,51.5695,13.00041633,79.98601875,63.9477,3.8464,105336.0,4887.4165,87.7083,2.0,99.2,49.0,49.0,94.9,4.0054,-0.2116,35.0,-1.0,0.0,47.8312,0.0,1.8282,-0.0299,0.0,12.3,0.0,4298.4805,4341.5039,,624.7009999999996,Turning
265.75,87.6139,15.0,1.1665,0.2353,-0.019,25.1939,26.935,-36.9972,5.4,0.1125,51.7697,13.0004262,79.98602382,63.8995,3.8472,105336.0,4909.0,88.0,2.0,99.2,49.0,49.0,94.9,4.01,-0.16,35.0,-1.0,0.0,44.5844,0.0,1.6009,0.1649,0.0,12.3,0.0,4299.6963,4342.7241,,625.9167999999995,Turning
265.8,88.4919,14.0,1.1456,0.2446,-0.0058,26.3058,26.3333,-36.9801,5.4,0.11,53.4834,13.0004362,79.98602906,63.8512,3.848,105336.0,4913.0527,88.0,2.0,99.2,49.0,49.0,94.9,4.01,-0.16,35.0,-1.0,0.0,44.0,0.0,1.56,0.2,0.0,12.3,0.0,4300.9194,4343.9443,,627.1398999999997,Turning
265.85,89.1304,14.0,1.1111,0.2628,-0.009,27.6216,25.4186,-36.9775,5.4,0.11,55.8077,13.00044603,79.98603454,63.803,3.8487,105336.0,4942.0,88.0,2.0,99.2,49.0,49.0,94.9,4.0038,-0.1505,35.473,-1.0,0.0,46.0571,0.0,1.3157,0.0637,0.0,12.3,0.0,4302.1543,4345.1694,,628.3748,Turning
265.9,89.22,14.0,1.0798,0.2791,0.0155,29.1008,24.5789,-36.9644,5.4,0.12,57.7722,13.00045565,79.98604028,63.7548,3.8495,105336.0,5001.9014,88.4366,2.0,99.2873,49.2667,49.2667,94.8667,4.0067,-0.1538,36.0,-1.0,0.0,51.7714,0.0,0.6371,-0.3149,0.0,12.3,0.0,4303.3936,4346.3945,,629.6141000000002,Turning
265.95,89.6223,14.0,1.0463,0.2886,0.0356,30.2588,23.6885,-36.9535,5.4,0.1225,60.2141,13.00046535,79.98604622,63.7065,3.8503,105336.0,5065.0,89.0,2.0,99.4,49.8,49.8,94.8,4.02,-0.2163,36.0,-1.0,0.0,50.4,0.0,0.914,-0.066,0.0,12.3,0.0,4304.6353,4347.627,,630.8557999999998,Turning
266.0,90.2339,14.0,1.0701,0.274,0.0244,31.3014,24.092,-36.9606,5.4,0.11,59.6098,13.00047494,79.98605242,63.6583,3.851,105336.0,5065.0,89.0,2.0,99.4,49.8,49.8,94.8,4.02,-0.22,36.0,-1.0,0.0,50.0,0.0,0.99,0.0,0.0,12.3,0.0,4305.8848,4348.8589,,632.1052999999997,Turning
266.05,90.6837,15.0,1.0692,0.2524,0.0329,32.6852,23.9498,-36.949,5.4,0.1125,60.2625,13.00048443,79.98605898,63.6101,3.8518,105336.0,5065.0,89.0,2.0,99.4,49.8,49.8,94.8,4.0258,-0.1657,36.0,-1.0,0.0,48.3226,0.0,1.1892,-0.0776,0.0,12.3,0.0,4307.1416,4350.1021,,633.3620999999998,Turning
266.1,90.919,14.0,1.0666,0.2447,0.0369,33.9323,23.7788,-36.9424,5.4,0.115,60.8534,13.00049378,79.98606564,63.5618,3.8526,105336.0,5200.3174,89.9841,2.0,99.4,49.8,49.8,94.8,4.03,-0.09,36.0,-1.0,0.0,42.0,0.0,1.94,-0.37,0.0,12.3,0.0,4308.4033,4351.3452,,634.6237999999998,Turning
266.15,91.4337,15.0,1.0884,0.2451,0.0177,34.8604,24.1536,-36.957,5.4,0.11,60.2483,13.00050311,79.98607254,63.5136,3.8534,105336.0,5320.8311,91.2338,2.0,99.4,49.8,49.8,94.8,4.0342,-0.09,36.0,-1.0,0.0,42.0,0.0,1.94,-0.37,0.0,12.3,0.0,4309.6704,4352.6084,,635.8908999999999,Turning
266.2,92.2047,15.0,1.0836,0.2513,0.017,36.0443,23.9385,-36.9631,5.4,0.11,61.3021,13.00051252,79.98607963,63.4654,3.8541,105336.0,5267.5845,91.8831,2.0,99.4,49.8,49.8,94.8,4.0601,-0.1435,37.7848,-1.0,0.0,33.2308,0.0,1.4333,-0.331,0.0,12.3,0.0,4310.9463,4353.8711,,637.1667999999995,Turning
266.25,92.4757,14.0,1.0564,0.2377,0.0198,37.3527,23.2306,-36.9553,5.4,0.11,63.3558,13.00052157,79.98608703,63.4172,3.8549,105336.0,5258.0,92.0,2.0,99.4,49.8,49.8,94.8,4.07,-0.18,39.0,-1.0,0.0,24.0,0.0,0.9,-0.29,0.0,12.3,0.0,4312.2295,4355.1504,,638.4500000000003,Turning
266.3,92.7236,14.0,1.0515,0.2624,0.0194,38.4515,23.0212,-36.951,5.4,0.11,64.1035,13.00053063,79.9860946,63.3689,3.8557,105336.0,5308.5142,92.3714,2.0,99.4,49.8,49.8,94.8,4.0746,-0.1852,39.0,-1.0,0.0,24.0,0.0,0.9,-0.29,0.0,12.3,0.0,4313.5156,4356.4302,,639.7360999999996,Turning
266.35,92.9539,14.0,1.0642,0.2736,0.0136,39.7976,23.1846,-36.9555,5.4,0.11,63.8099,13.0005395,79.98610238,63.3207,3.8565,105336.0,5394.0,93.0,2.0,99.4,49.8,49.8,94.8,4.0891,-0.2287,39.0,-1.0,0.0,31.0469,0.0,1.3164,-0.1427,0.0,12.3,0.0,4314.8057,4357.7173,,641.0261999999998,Turning
266.4,93.5133,15.0,1.0697,0.2628,0.0069,40.9736,23.1886,-36.9773,5.4,0.11,64.1829,13.00054826,79.98611036,63.2725,3.8572,105336.0,5394.0,93.0,2.0,99.4,49.8,49.8,94.8,4.09,-0.24,39.0,-1.0,0.0,35.0,0.0,1.55,-0.06,0.0,12.3,0.0,4316.1011,4359.0044,,642.3215999999998,Turning
266.45,94.2583,15.0,1.0616,0.2928,-0.0036,41.9246,22.9016,-36.98,5.4,0.11,65.5049,13.00055699,79.98611852,63.2263,3.8579,105336.0,5495.3286,93.5857,2.0,99.2829,49.5094,49.5094,94.8484,4.0997,-0.2459,41.3607,-1.0,0.0,35.1449,0.0,1.4862,-0.0165,0.0,12.3,0.0,4317.4072,4360.3057,,643.6276999999995,Turning
266.5,94.9567,15.0,1.0309,0.3247,-0.0315,43.0724,22.1168,-36.9894,5.4,0.115,68.3318,13.00056573,79.98612705,63.1992,3.858,105336.0,5572.5083,94.3443,2.0,99.2,49.2,49.2,94.9,4.11,-0.26,47.0,-1.0,0.0,35.8696,0.0,1.1674,0.2009,0.0,12.3,0.0,4318.7222,4361.6064,,644.9427000000001,Turning
266.55,95.3656,15.0,1.0227,0.3475,-0.0354,44.1527,21.8112,-37.001,5.325,0.12,69.5875,13.0005742,79.98613572,63.172,3.858,105336.0,5590.1431,95.1587,2.0,99.2,49.2,49.2,94.9,4.11,-0.26,47.0,-1.0,0.0,36.0,0.0,1.11,0.24,0.0,12.3,0.0,4320.0449,4362.9277,,646.2653999999998,Turning
266.6,95.7777,15.0,1.0069,0.3549,-0.0532,45.077,21.3385,-37.0111,5.3,0.11,71.4365,13.00058266,79.98614458,63.1448,3.858,105336.0,5625.8569,95.9524,2.0,99.2,49.2,49.2,94.9,4.1545,-0.1846,52.2174,-1.0,0.0,30.6818,0.0,0.8114,0.2277,0.0,12.3,0.0,4321.3726,4364.2495,,647.5930999999996,Turning
266.65,96.4359,15.0,0.9672,0.3844,-0.0513,46.3578,20.3671,-37.0158,5.3,0.12,75.3582,13.00059083,79.98615358,63.1176,3.858,105336.0,5628.0,96.0,2.0,99.2,49.2,49.2,94.9,4.17,-0.13,56.0,-1.0,0.0,23.0,0.0,0.38,0.21,0.0,12.3,0.0,4322.709,4365.5854,,648.9294999999997,Turning
266.7,97.4394,15.0,0.9592,0.4254,-0.0453,47.2831,20.0567,-37.0131,5.3,0.12,77.3207,13.00059918,79.98616296,63.0905,3.858,105336.0,5592.2466,96.3973,2.0,99.2,49.2,49.2,94.9,4.17,-0.1274,56.6429,-1.0,0.0,23.0,0.0,0.38,0.21,0.0,12.3,0.0,4324.0576,4366.9214,,650.2781,Turning
266.75,98.0652,15.0,0.9565,0.4252,-0.0457,48.1947,19.8464,-37.0091,5.3,0.12,78.6419,13.00060738,79.98617248,63.0633,3.8581,105336.0,5538.0,97.0,2.0,99.2,49.2,49.2,94.9,4.17,-0.1131,60.2143,-1.0,0.0,26.2609,0.0,1.5865,-0.1943,0.0,12.3,0.0,4325.416,4368.2646,,651.6365000000001,Turning
266.8,98.8529,15.0,0.929,0.4092,-0.0365,49.2521,19.1313,-36.9986,5.3,0.12,82.2365,13.00061538,79.98618221,63.0361,3.8581,105336.0,5538.0,97.0,2.0,99.2,49.2,49.2,94.9,4.17,-0.11,61.0,-1.0,0.0,28.0,0.0,2.23,-0.41,0.0,12.3,0.0,4326.7842,4369.6074,,653.0047,Turning
266.85,99.4789,15.0,0.9024,0.3909,0.0014,50.171,18.4518,-36.9746,5.3,0.12,85.805,13.00062322,79.98619223,63.0089,3.8581,105336.0,5538.0,97.0,2.0,99.2,49.2,49.2,94.9,4.1754,-0.1388,64.2941,-1.0,0.0,25.1765,0.0,2.3759,-0.0547,0.0,12.3,0.0,4328.1631,4370.9639,,654.3835999999997,Turning
266.9,100.1515,15.0,0.8715,0.4027,0.0126,50.9841,17.6998,-36.9607,5.3,0.12,90.0551,13.00063112,79.98620232,62.9818,3.8581,105336.0,5561.4761,98.381,2.0,99.2,49.2,49.2,94.9,4.18,-0.18,69.0,-1.0,0.0,16.3529,0.0,2.8318,1.0556,0.0,12.3,0.0,4329.5503,4372.3208,,655.7707999999998,Turning
266.95,100.9763,15.0,0.8306,0.4174,0.0099,51.944,16.7496,-36.9451,5.3,0.12,95.948,13.00063895,79.98621263,62.9546,3.8581,105336.0,5635.7881,100.2424,2.0,99.2727,49.1902,49.1902,94.9033,4.1803,-0.18,69.0,-1.0,0.0,16.0,0.0,2.85,1.1,0.0,12.3,0.0,4330.9482,4373.7051,,657.1686999999997,Turning
267.0,101.632,15.0,0.8218,0.397,0.0135,52.8324,16.4507,-36.9352,5.3,0.12,98.3254,13.0006466,79.98622327,62.9274,3.8581,105336.0,5782.0,101.0,2.0,99.5,48.6984,48.6984,95.0672,4.1967,-0.1995,63.7937,-1.0,0.0,19.875,0.0,1.2661,-0.5275,0.0,12.3,0.0,4332.356,4375.0898,,658.5764999999997,Turning
267.05,102.3135,15.0,0.7909,0.3588,0.0087,53.3967,15.727,-36.9478,5.3,0.11,103.5395,13.00065417,79.98623387,62.9003,3.8582,105336.0,5782.0,101.0,2.0,99.5,48.6,48.6,95.1,4.2,-0.21,61.0,-1.0,0.0,24.0,0.0,-0.42,-2.26,0.0,12.3,0.0,4333.7739,4376.4951,,659.9944,Turning
267.1,102.6955,15.0,0.7374,0.3356,-0.0005,54.0821,14.576,-36.946,5.3,0.115,112.1328,13.00066161,79.98624464,62.8731,3.8582,105336.0,5803.0547,101.3973,2.0,99.5,48.6,48.6,95.1,4.2,-0.2201,62.7746,-1.0,0.0,24.0,0.0,-0.42,-2.26,0.0,12.3,0.0,4335.1982,4377.9009,,661.4186999999997,Turning
267.15,103.2193,15.0,0.6559,0.3441,0.0107,54.7426,12.8909,-36.9396,5.3,0.12,127.4377,13.00066904,79.98625556,62.8459,3.8582,105336.0,5835.0,102.0,2.0,99.5,48.6,48.6,95.1,4.2,-0.2765,72.6338,-1.0,0.0,14.4928,0.0,0.0316,-1.5767,0.0,12.3,0.0,4336.6289,4379.3135,,662.8493999999996,Turning
267.2,104.0951,15.0,0.4984,0.3606,0.0182,55.327,9.7367,-36.9213,5.3,0.12,170.1534,13.00067645,79.98626664,62.8187,3.8582,105336.0,5835.0,102.0,2.0,99.5,48.6,48.6,95.1,4.2,-0.29,75.0,-1.0,0.0,8.0,0.0,0.34,-1.11,0.0,12.3,0.0,4338.0693,4380.7261,,664.2898,Turning
267.25,104.8485,14.0,0.3189,0.3483,0.0442,55.8075,6.1951,-36.9127,5.3,0.12,269.3585,13.00068385,79.98627793,62.7916,3.8582,105336.0,5080.7969,103.7391,2.0,99.5,48.6,48.6,95.1,4.1906,-0.29,72.9677,-1.0,0.0,7.5652,0.0,0.4038,-1.2404,0.0,12.3,0.0,4339.522,4382.1636,,665.7424999999998,Turning
267.3,105.4515,14.0,0.1204,0.3617,0.0506,56.1108,2.3286,-36.8932,5.3,0.12,720.7522,13.00069128,79.98628925,62.7644,3.8583,105336.0,4534.0,105.0,2.0,99.5,48.6,48.6,95.1,4.18,-0.29,68.0,-1.0,0.0,5.3913,0.0,0.7226,-1.8926,0.0,12.3,0.0,4340.9834,4383.6011,,667.2039,Turning
267.35,105.6457,14.0,-0.0895,0.3762,0.0578,56.0085,-1.7145,-36.8798,5.3,0.12,980.6707,13.00069872,79.98630048,62.7372,3.8583,105336.0,4562.5,105.1667,2.1667,99.5,48.6,48.6,95.1,4.18,-0.29,68.0,-1.0,0.0,5.0,0.0,0.78,-2.01,0.0,12.3,0.0,4342.4507,4385.0664,,668.6712000000002,Turning
267.4,106.4188,14.0,-0.3003,0.3921,0.0436,55.715,-5.7253,-36.8894,5.3,0.12,295.8283,13.00070634,79.98631181,62.71,3.8583,105336.0,4705.0,106.0,3.0,99.5,48.6,48.6,95.1,4.0388,-0.261,70.8986,-1.0,0.0,0.3088,0.0,0.9932,-1.4087,0.0,12.3,0.0,4343.9233,4386.5317,,670.1438000000003,Turning
267.45,107.413,15.0,-0.4458,0.4159,0.0331,55.0997,-8.4427,-36.8951,5.3,0.11,202.4859,13.00071426,79.98632318,62.6892,3.8583,105336.0,4705.0,106.0,3.0,99.5,48.6,48.6,95.1,4.01,-0.24,73.0,-1.0,0.0,-6.0,0.0,1.28,-0.6,0.0,12.3,0.0,4345.4111,4388.0098,,671.6316000000002,Turning
267.5,108.146,15.0,-0.5715,0.4057,0.0369,54.4204,-10.7501,-36.8854,5.3,0.11,160.1096,13.00072239,79.98633457,62.7413,3.8581,105336.0,4741.5479,106.7945,3.0,99.1425,48.5726,48.5726,95.0726,4.0045,-0.2233,72.8714,-1.0,0.0,-6.0,0.0,1.28,-0.6,0.0,12.3,0.0,4346.9092,4389.4873,,673.1297,Turning
267.55,108.9377,15.0,-0.6425,0.3977,0.0494,53.7693,-12.0083,-36.8725,5.3,0.11,144.3835,13.00073064,79.98634595,62.7933,3.8579,105336.0,4797.0,108.0,3.0,98.6,48.5041,48.5041,95.0041,3.9908,-0.1304,72.1571,-1.0,0.0,-11.2174,0.0,-0.4809,-0.5804,0.0,12.3,0.0,4348.418,4390.9785,,674.6384999999996,Turning
267.6,109.5311,14.0,-0.6319,0.3881,0.0508,53.2345,-11.7356,-36.8758,5.3,0.11,148.543,13.00073897,79.98635722,62.8454,3.8577,105336.0,4797.0,108.0,3.0,98.6,48.5,48.5,95.0,3.99,-0.11,72.0,-1.0,0.0,-10.8,0.0,-0.648,-0.55,0.0,12.3,0.0,4349.9355,4392.4702,,676.1559999999995,Turning
267.65,110.3765,14.0,-0.5624,0.3957,0.062,52.7864,-10.3807,-36.8483,5.3,0.11,169.2264,13.00074749,79.98636862,62.8975,3.8575,105336.0,4833.8696,109.3913,3.0,98.6,48.5,48.5,95.0,3.99,-0.1608,72.0,-1.0,0.0,-6.0,0.0,0.51,-0.52,0.0,12.3,0.0,4351.4648,4393.9844,,677.6852999999996,Turning
267.7,110.9564,14.0,-0.4423,0.4171,0.0556,52.4724,-8.1134,-36.8437,5.3,0.11,217.6543,13.00075611,79.98637998,62.9496,3.8573,105336.0,4850.0,110.0,3.0,98.6,48.5,48.5,95.0,3.99,-0.2547,72.0,-1.0,0.0,-6.0,0.0,0.51,-0.52,0.0,12.3,0.0,4353.0029,4395.498,,679.2234000000003,Turning
267.75,111.5991,14.0,-0.2943,0.4378,0.0476,52.1669,-5.3642,-36.8446,5.3,0.11,331.1142,13.00076481,79.98639132,63.0016,3.8571,105336.0,4883.6924,110.6923,3.0,98.6,48.5,48.5,95.0,3.9902,-0.2253,72.0,-1.0,0.0,-0.2687,0.0,-0.4285,-0.4269,0.0,12.3,0.0,4354.5498,4397.0469,,680.7702999999997,Turning
267.8,112.097,14.0,-0.1637,0.4633,0.0649,52.0406,-2.9606,-36.8263,5.3,0.12,602.6093,13.00077347,79.9864027,63.0537,3.8569,105336.0,4996.0,113.0,3.0,98.6,48.5,48.5,95.0,3.9984,-0.22,72.0,-1.0,0.0,2.0,0.0,-0.8,-0.39,0.0,12.3,0.0,4356.1035,4398.5952,,682.3240000000001,Turning
267.85,112.9628,14.0,-0.079,0.4918,0.0743,51.9404,-1.4198,-36.8084,5.3,0.12,1266.2345,13.00078236,79.98641414,63.1058,3.8567,105336.0,4996.0,113.0,3.0,98.6,48.5,48.5,95.0,4.0,-0.2451,72.0,-1.0,0.0,2.2237,0.0,-0.5763,-0.437,0.0,12.2958,0.0,4357.6689,4400.1675,,683.8893999999996,Turning
267.9,113.9691,14.0,-0.0347,0.4967,0.0851,51.9328,-0.619,-36.7897,5.3,0.115,2930.4026,13.0007913,79.98642586,63.1578,3.8565,105336.0,5013.4795,113.3973,3.0,98.6,48.5,48.5,95.0,4.0081,-0.29,72.0,-1.0,0.0,2.8816,0.0,0.0816,-0.5751,0.0,12.2264,0.0,4359.2466,4401.7397,,685.4671000000003,Turning
267.95,114.9159,14.0,-0.0156,0.4502,0.0715,51.9128,-0.276,-36.7938,5.3,0.11,6627.3008,13.00080028,79.98643761,63.2099,3.8563,105336.0,5040.0,114.0,3.0,98.6,48.5,48.5,95.0,4.0284,-0.29,72.0,-1.0,0.0,3.0,0.0,0.2,-0.6,0.0,12.2,0.0,4360.8374,4403.3188,,687.0579000000002,Turning
268.0,115.7477,14.0,-0.0448,0.3036,0.0788,51.8543,-0.7864,-36.7938,5.3,0.1,2342.6816,13.0008094,79.98644932,63.262,3.8561,105336.0,5040.0,114.0,3.0,98.6,48.5,48.5,95.0,4.03,-0.29,72.0,-1.0,0.0,3.0,0.0,0.3432,-0.3626,0.0,12.2,0.0,4362.4395,4404.8979,,688.6600000000003,Turning
268.05,116.1993,14.0,-0.0738,0.144,0.0598,51.902,-1.2895,-36.807,5.3,0.1,1434.1726,13.00081838,79.98646113,63.314,3.8559,105336.0,5103.9849,114.6212,3.0,98.9727,48.4061,48.4061,95.047,4.0441,-0.2514,49.7344,-1.0,0.0,3.0,0.0,0.58,0.03,0.0,12.2,0.0,4364.0518,4406.4883,,690.2723000000001,Turning
268.1,116.4821,14.0,-0.1037,-0.0511,0.0511,51.8527,-1.8096,-36.8035,5.3,0.1,1024.449,13.00082741,79.98647296,63.3661,3.8557,105336.0,5143.0,115.0,3.0,99.2,48.3,48.3,95.1,4.06,0.7815,-2.9231,3.6154,0.0,3.0,0.0,0.58,0.03,0.0,12.2,0.0,4365.6675,4408.0786,,691.8879999999995,Brake
268.15,116.1781,14.0,-0.0923,-0.2279,0.0517,51.6302,-1.613,-36.8119,5.3,0.1,1146.3455,13.00083648,79.98648463,63.4182,3.8555,105336.0,5122.231,115.3077,3.0,99.2,48.3,48.3,95.1,4.06,10.1969,-2.1538,49.7692,0.0,3.6613,0.0,-0.6103,0.9029,0.0,12.2,0.0,4367.2827,4409.6885,,693.5031999999997,Brake
268.2,114.8722,14.0,-0.0324,-0.4292,0.0734,51.5558,-0.5685,-36.7822,5.3,0.1,3215.801,13.00084537,79.98649599,63.4702,3.8553,105336.0,5018.3848,116.8462,3.0,99.2,48.3,48.3,95.1,4.0677,12.08,-2.0,59.0,0.0,4.0,0.0,-1.22,1.35,0.0,12.2,0.0,4368.8867,4411.2988,,695.1071999999999,Brake
268.25,113.2193,14.0,0.019,-0.5874,0.07,51.469,0.3373,-36.7822,5.3,0.1,5342.7373,13.00085404,79.98650713,63.5223,3.8551,105336.0,5008.0,117.0,3.0,99.2,48.3,48.3,95.1,4.07,16.0227,-2.0,59.5915,0.0,4.0,0.0,-0.9488,1.451,0.0,12.2,0.0,4370.4673,4412.917,,696.6878000000002,Brake
268.3,111.6441,14.0,0.0951,-0.707,0.065,51.4846,1.6975,-36.7912,5.3,0.1,1046.7825,13.0008626,79.98651831,63.5744,3.8549,105336.0,4962.8657,116.194,3.0,99.2,48.3,48.3,95.1,4.0726,25.41,-2.0,61.0,0.0,4.0,0.0,0.2841,1.9099,0.0,12.2,0.0,4372.0259,4414.5352,,698.2463999999995,Brake
268.35,110.623,14.0,0.1823,-0.7606,0.0499,51.6334,3.288,-36.7994,5.3,0.1,535.4639,13.00087108,79.98652935,63.6265,3.8547,105336.0,4896.0,115.0,3.0,99.2,48.3,48.3,95.1,4.0797,25.41,-2.0,61.0,0.0,4.0,0.0,0.58,2.02,0.0,12.2,0.0,4373.5684,4416.1406,,699.7889,Brake
268.4,109.7572,14.0,0.268,-0.75,0.0297,51.8351,4.89,-36.7946,5.3,0.1,357.2262,13.00087944,79.98654037,63.6785,3.8546,105336.0,4896.0,115.0,3.0,99.2,48.3,48.3,95.1,4.08,25.41,-2.0,61.0,0.0,6.4706,0.0,0.8518,1.1265,0.0,12.2286,0.0,4375.0981,4417.7466,,701.3186000000001,Brake
268.45,108.9387,14.0,0.317,-0.7029,0.0382,52.4792,5.8533,-36.7784,5.3,0.1025,296.2123,13.00088769,79.98655131,63.7246,3.8544,105336.0,4714.3999,112.6,3.0,98.72,48.0054,48.0054,95.0411,4.0918,21.0373,-2.0,58.6667,0.0,11.6364,0.0,1.24,-0.15,0.0,12.3,0.0,4376.6152,4419.3232,,702.8357000000001,Brake
268.5,107.7276,14.0,0.3366,-0.6266,0.038,52.9307,6.2854,-36.7802,5.3,0.11,272.7827,13.00089569,79.98656234,63.7021,3.8549,105336.0,4669.0,112.0,3.0,98.6,47.8,47.8,95.0,4.1081,15.7814,-2.0,55.7465,0.0,18.2424,0.0,1.1514,-0.0689,0.0,12.3,0.0,4378.1177,4420.8994,,704.3381999999997,Brake
268.55,106.5599,14.0,0.337,-0.5593,0.0597,53.2646,6.3574,-36.7671,5.3,0.11,266.7684,13.00090353,79.98657318,63.6795,3.8555,105336.0,4668.6577,111.3158,3.0,98.6,47.8,47.8,95.0,4.12,15.0631,-2.0,55.0423,0.0,10.6667,0.0,0.265,0.7417,0.0,12.3,0.0,4379.6045,4422.4409,,705.8250000000003,Brake
268.6,105.2752,14.0,0.2956,-0.5147,0.0674,53.24,5.6277,-36.7521,5.3,0.11,297.7247,13.00091126,79.98658379,63.657,3.856,105336.0,4668.0,110.0,3.0,98.6,47.8,47.8,95.0,4.12,15.02,-2.0,55.0,0.0,9.0,0.0,0.07,0.92,0.0,12.3,0.0,4381.0752,4423.9824,,707.2957000000001,Brake
268.65,104.6102,14.0,0.2096,-0.5235,0.0745,53.349,4.0219,-36.7432,5.3,0.11,413.9629,13.00091908,79.98659456,63.6345,3.8565,105336.0,4570.0547,107.2603,3.0,98.6,47.8,47.8,95.0,4.1031,15.2628,-2.0,56.4493,0.0,7.4328,0.0,-0.1807,0.8439,0.0,12.3,0.0,4382.5312,4425.4824,,708.7517000000003,Brake
