Time,GPS_Lat,GPS_Long,CarSpeed,pBrakeF,pBrakeR,tWater,tOil,mFuelConsLap,Logger_Lap,aSteering,RPM,Gear,GPS_Speed,VBatt,rPedal,tAir,WSpeed_FL,WSpeed_FR,DistanceLap,DistanceFull,BrakeBalance,pOil,PBX_LP_Fuel_Current,
71.700,13.0034101,79.9845347,118.2,0.0,-0.1,102.7,117.7,0.771,7,-3.6,4488,4,116.0,14.48,38.9,46.7,116.7,118.2,2699,1928228,-1.0,3.57,13,
71.705,13.0034101,79.9845347,118.3,0.0,-0.1,102.7,117.7,0.771,7,-3.6,4487,4,116.0,14.48,38.9,46.7,116.7,118.3,2699,1928228,-1.0,3.57,13,
71.710,13.0034101,79.9845347,118.3,0.0,-0.1,102.7,117.7,0.771,7,-5.2,4479,4,116.0,14.48,39.2,46.8,116.7,118.3,2699,1928228,-1.0,3.58,13,
71.715,13.0034101,79.9845347,118.3,0.0,-0.1,102.7,117.7,0.771,7,-5.2,4470,4,116.0,14.48,39.2,46.8,116.7,118.3,2699,1928228,-1.0,3.58,13,
71.720,13.0034004,79.9845416,118.3,0.0,-0.1,102.7,117.7,0.771,7,-5.2,4453,4,116.0,14.48,39.2,46.8,116.8,118.3,2699,1928228,-1.0,3.58,13,
71.725,13.0034004,79.9845416,118.3,0.0,-0.1,102.7,117.7,0.771,7,-5.2,4435,4,116.0,14.48,39.2,46.8,116.8,118.3,2699,1928228,-1.0,3.58,13,
71.730,13.0034004,79.9845416,118.3,0.0,-0.1,102.7,117.7,0.771,7,-8.5,4407,4,116.0,14.48,39.0,46.9,116.8,118.3,2699,1928228,-1.0,3.59,13,
71.735,13.0034004,79.9845416,118.3,0.0,-0.1,102.7,117.7,0.771,7,-8.5,4382,4,116.0,14.48,39.0,46.9,116.9,118.3,2699,1928228,-1.0,3.59,13,
71.740,13.0034004,79.9845416,118.3,0.0,-0.2,102.7,118.1,0.771,7,-8.5,4375,4,116.0,14.48,39.0,46.9,116.9,118.3,2701,1928228,-1.0,3.59,13,
71.745,13.0034004,79.9845416,118.3,0.0,-0.2,102.7,118.1,0.771,7,-8.5,4377,4,116.0,14.48,39.0,46.9,116.9,118.3,2701,1928228,-1.0,3.59,13,
71.750,13.0034004,79.9845416,118.4,0.0,-0.2,102.7,118.1,0.771,7,-10.0,4392,4,116.0,14.47,39.1,46.9,117.0,118.4,2701,1928228,-1.0,3.59,13,
71.755,13.0034004,79.9845416,118.4,0.0,-0.2,102.7,118.1,0.771,7,-10.0,4406,4,116.0,14.47,39.1,46.9,117.0,118.4,2701,1928228,-1.0,3.59,13,
71.760,13.0033907,79.9845485,118.5,0.0,-0.2,102.7,118.1,0.771,7,-10.0,4412,4,117.0,14.47,39.1,46.9,117.0,118.5,2701,1928228,-1.0,3.59,13,
71.765,13.0033907,79.9845485,118.5,0.0,-0.2,102.7,118.1,0.771,7,-10.0,4419,4,117.0,14.47,39.1,46.9,117.1,118.5,2701,1928228,-1.0,3.59,13,
71.770,13.0033907,79.9845485,118.6,0.0,-0.2,102.7,118.1,0.771,7,-14.1,4428,4,117.0,14.49,39.3,47.0,117.1,118.6,2701,1928228,-1.0,3.57,13,
71.775,13.0033907,79.9845485,118.6,0.0,-0.2,102.7,118.1,0.771,7,-14.1,4441,4,117.0,14.49,39.3,47.0,117.1,118.6,2701,1928228,-1.0,3.57,13,
71.780,13.0033907,79.9845485,118.6,0.0,-0.2,102.7,118.1,0.771,7,-14.1,4453,4,117.0,14.49,39.3,47.0,117.1,118.6,2701,1928228,-1.0,3.57,13,
71.785,13.0033907,79.9845485,118.7,0.0,-0.2,102.7,118.1,0.771,7,-14.1,4451,4,117.0,14.49,39.3,47.0,117.2,118.7,2701,1928228,-1.0,3.57,13,
71.790,13.0033907,79.9845485,118.7,0.0,0.0,103.1,117.7,0.772,7,-15.5,4437,4,117.0,14.49,40.3,47.0,117.2,118.7,2703,1928235,175.3,3.56,13,
71.795,13.0033907,79.9845485,118.8,0.0,0.0,103.1,117.7,0.772,7,-15.5,4429,4,117.0,14.49,40.3,47.0,117.2,118.8,2703,1928235,175.3,3.56,13,
71.800,13.0033812,79.9845556,118.8,0.0,0.0,103.1,117.7,0.772,7,-15.5,4417,4,117.0,14.49,40.3,47.0,117.2,118.8,2703,1928235,175.3,3.56,13,
71.805,13.0033812,79.9845556,118.8,0.0,0.0,103.1,117.7,0.772,7,-15.5,4408,4,117.0,14.49,40.3,47.0,117.2,118.8,2703,1928235,175.3,3.56,13,
71.810,13.0033812,79.9845556,118.9,0.0,0.0,103.1,117.7,0.772,7,-17.0,4402,4,117.0,14.48,41.9,47.0,117.2,118.9,2703,1928235,175.3,3.55,13,
71.815,13.0033812,79.9845556,118.9,0.0,0.0,103.1,117.7,0.772,7,-17.0,4393,4,117.0,14.48,41.9,47.0,117.2,118.9,2703,1928235,175.3,3.55,13,
71.820,13.0033812,79.9845556,119.0,0.0,0.0,103.1,117.7,0.772,7,-17.0,4378,4,117.0,14.48,41.9,47.0,117.3,119.0,2703,1928235,175.3,3.55,13,
71.825,13.0033812,79.9845556,119.0,0.0,0.0,103.1,117.7,0.772,7,-17.0,4369,4,117.0,14.48,41.9,47.0,117.3,119.0,2703,1928235,175.3,3.55,13,
71.830,13.0033812,79.9845556,119.0,0.0,0.0,103.1,117.7,0.772,7,-18.4,4366,4,117.0,14.51,44.6,47.1,117.3,119.0,2703,1928235,175.3,3.53,13,
71.835,13.0033812,79.9845556,119.0,0.0,0.0,103.1,117.7,0.772,7,-18.4,4374,4,117.0,14.51,44.6,47.1,117.3,119.0,2703,1928235,175.3,3.53,13,
71.840,13.0033718,79.9845629,119.1,0.1,-0.1,102.5,117.5,0.772,7,-18.4,4384,4,117.0,14.51,44.6,47.1,117.3,119.1,2704,1928235,-1.0,3.53,13,
71.845,13.0033718,79.9845629,119.1,0.1,-0.1,102.5,117.5,0.772,7,-18.4,4397,4,117.0,14.51,44.6,47.1,117.4,119.1,2704,1928235,-1.0,3.53,13,
71.850,13.0033718,79.9845629,119.1,0.1,-0.1,102.5,117.5,0.772,7,-18.5,4418,4,117.0,14.50,47.3,47.1,117.3,119.1,2704,1928235,-1.0,3.52,13,
71.855,13.0033718,79.9845629,119.1,0.1,-0.1,102.5,117.5,0.772,7,-18.5,4418,4,117.0,14.50,47.3,47.1,117.4,119.1,2704,1928235,-1.0,3.52,13,
71.860,13.0033718,79.9845629,119.2,0.1,-0.1,102.5,117.5,0.772,7,-18.5,4418,4,117.0,14.50,47.3,47.1,117.4,119.2,2704,1928235,-1.0,3.52,13,
71.865,13.0033718,79.9845629,119.2,0.1,-0.1,102.5,117.5,0.772,7,-18.5,4420,4,117.0,14.50,47.3,47.1,117.4,119.2,2704,1928235,-1.0,3.52,13,
71.870,13.0033718,79.9845629,119.2,0.1,-0.1,102.5,117.5,0.772,7,-18.3,4415,4,117.0,14.50,47.4,47.1,117.4,119.2,2704,1928235,-1.0,3.53,13,
71.875,13.0033718,79.9845629,119.2,0.1,-0.1,102.5,117.5,0.772,7,-18.3,4408,4,117.0,14.50,47.4,47.1,117.4,119.2,2704,1928235,-1.0,3.53,13,
71.880,13.0033623,79.9845703,119.3,0.1,-0.1,102.5,117.5,0.772,7,-18.3,4392,4,117.0,14.50,47.4,47.1,117.4,119.3,2704,1928235,-1.0,3.53,13,
71.885,13.0033623,79.9845703,119.3,0.1,-0.1,102.5,117.5,0.772,7,-18.3,4380,4,117.0,14.50,47.4,47.1,117.4,119.3,2704,1928235,-1.0,3.53,13,
71.890,13.0033623,79.9845703,119.3,0.0,-0.1,101.7,117.3,0.773,7,-18.0,4367,4,117.0,14.51,47.3,47.1,117.5,119.3,2706,1928235,-1.0,3.53,13,
71.895,13.0033623,79.9845703,119.3,0.0,-0.1,101.7,117.3,0.773,7,-18.0,4365,4,117.0,14.51,47.3,47.1,117.5,119.3,2706,1928235,-1.0,3.53,13,
71.900,13.0033623,79.9845703,119.4,0.0,-0.1,101.7,117.3,0.773,7,-18.0,4379,4,117.0,14.51,47.3,47.1,117.5,119.4,2706,1928235,-1.0,3.53,13,
71.905,13.0033623,79.9845703,119.4,0.0,-0.1,101.7,117.3,0.773,7,-18.0,4412,4,117.0,14.51,47.3,47.1,117.6,119.4,2706,1928235,-1.0,3.53,13,
71.910,13.0033623,79.9845703,119.4,0.0,-0.1,101.7,117.3,0.773,7,-10.5,4466,4,117.0,14.49,48.0,47.1,117.6,119.4,2706,1928235,-1.0,3.55,13,
71.915,13.0033623,79.9845703,119.5,0.0,-0.1,101.7,117.3,0.773,7,-10.5,4503,4,117.0,14.49,48.0,47.1,117.6,119.5,2706,1928235,-1.0,3.55,13,
71.920,13.0033532,79.9845778,119.5,0.0,-0.1,101.7,117.3,0.773,7,-10.5,4541,4,117.0,14.49,48.0,47.1,117.7,119.5,2706,1928235,-1.0,3.55,13,
71.925,13.0033532,79.9845778,119.6,0.0,-0.1,101.7,117.3,0.773,7,-10.5,4570,4,117.0,14.49,48.0,47.1,117.7,119.6,2706,1928235,-1.0,3.55,13,
71.930,13.0033532,79.9845778,119.6,0.0,-0.1,101.7,117.3,0.773,7,-8.6,4594,4,117.0,14.50,49.8,47.1,117.7,119.6,2706,1928235,-1.0,3.58,13,
71.935,13.0033532,79.9845778,119.6,0.0,-0.1,101.7,117.3,0.773,7,-8.6,4600,4,117.0,14.50,49.8,47.1,117.8,119.6,2706,1928235,-1.0,3.58,13,
71.940,13.0033532,79.9845778,119.7,0.0,-0.1,102.7,117.5,0.773,7,-8.6,4584,4,117.0,14.50,49.8,47.1,117.8,119.7,2708,1928235,-1.0,3.58,13,
71.945,13.0033532,79.9845778,119.7,0.0,-0.1,102.7,117.5,0.773,7,-8.6,4563,4,117.0,14.50,49.8,47.1,117.8,119.7,2708,1928235,-1.0,3.58,13,
71.950,13.0033532,79.9845778,119.7,0.0,-0.1,102.7,117.5,0.773,7,-7.7,4521,4,117.0,14.49,51.2,47.1,117.8,119.7,2708,1928235,-1.0,3.60,13,
71.955,13.0033532,79.9845778,119.7,0.0,-0.1,102.7,117.5,0.773,7,-7.7,4483,4,117.0,14.49,51.2,47.1,117.9,119.7,2708,1928235,-1.0,3.60,13,
71.960,13.0033441,79.9845855,119.8,0.0,-0.1,102.7,117.5,0.773,7,-7.7,4441,4,117.0,14.49,51.2,47.1,117.8,119.8,2708,1928235,-1.0,3.60,13,
71.965,13.0033441,79.9845855,119.8,0.0,-0.1,102.7,117.5,0.773,7,-7.7,4408,4,117.0,14.49,51.2,47.1,117.8,119.8,2708,1928235,-1.0,3.60,13,
71.970,13.0033441,79.9845855,119.7,0.0,-0.1,102.7,117.5,0.773,7,-7.9,4383,4,117.0,14.49,51.2,47.0,117.8,119.7,2708,1928235,-1.0,3.61,13,
71.975,13.0033441,79.9845855,119.8,0.0,-0.1,102.7,117.5,0.773,7,-7.9,4374,4,117.0,14.49,51.2,47.0,117.8,119.8,2708,1928235,-1.0,3.61,13,
71.980,13.0033441,79.9845855,119.8,0.0,-0.1,102.7,117.5,0.773,7,-7.9,4367,4,117.0,14.49,51.2,47.0,117.8,119.8,2708,1928235,-1.0,3.61,13,
71.985,13.0033441,79.9845855,119.8,0.0,-0.1,102.7,117.5,0.773,7,-7.9,4370,4,117.0,14.49,51.2,47.0,117.8,119.8,2708,1928235,-1.0,3.61,13,
71.990,13.0033441,79.9845855,119.9,-0.1,-0.1,102.7,117.0,0.774,7,-7.5,4377,4,117.0,14.49,50.0,47.0,117.8,119.9,2709,1928241,-1.0,3.62,13,
71.995,13.0033441,79.9845855,119.9,-0.1,-0.1,102.7,117.0,0.774,7,-7.5,4394,4,117.0,14.49,50.0,47.0,117.8,119.9,2709,1928241,-1.0,3.62,13,
72.000,13.0033351,79.9845935,119.9,-0.1,-0.1,102.7,117.0,0.774,7,-7.5,4415,4,118.0,14.49,50.0,47.0,117.8,119.9,2709,1928241,-1.0,3.62,13,
72.005,13.0033351,79.9845935,119.9,-0.1,-0.1,102.7,117.0,0.774,7,-7.5,4429,4,118.0,14.49,50.0,47.0,117.8,119.9,2709,1928241,-1.0,3.62,13,
72.010,13.0033351,79.9845935,119.9,-0.1,-0.1,102.7,117.0,0.774,7,-6.8,4452,4,118.0,14.48,48.8,47.0,117.8,119.9,2709,1928241,-1.0,3.62,13,
72.015,13.0033351,79.9845935,120.0,-0.1,-0.1,102.7,117.0,0.774,7,-6.8,4471,4,118.0,14.48,48.8,47.0,117.8,120.0,2709,1928241,-1.0,3.62,13,
72.020,13.0033351,79.9845935,120.0,-0.1,-0.1,102.7,117.0,0.774,7,-6.8,4485,4,118.0,14.48,48.8,47.0,117.8,120.0,2709,1928241,-1.0,3.62,13,
72.025,13.0033351,79.9845935,120.0,-0.1,-0.1,102.7,117.0,0.774,7,-6.8,4492,4,118.0,14.48,48.8,47.0,117.8,120.0,2709,1928241,-1.0,3.62,13,
72.030,13.0033351,79.9845935,120.0,-0.1,-0.1,102.7,117.0,0.774,7,-4.9,4501,4,118.0,14.49,48.7,47.0,117.8,120.0,2709,1928241,-1.0,3.63,13,
72.035,13.0033351,79.9845935,120.0,-0.1,-0.1,102.7,117.0,0.774,7,-4.9,4510,4,118.0,14.49,48.7,47.0,117.9,120.0,2709,1928241,-1.0,3.63,13,
72.040,13.0033263,79.9846017,120.1,-0.1,-0.2,102.8,117.0,0.774,7,-4.9,4522,4,118.0,14.49,48.7,47.0,117.9,120.1,2711,1928241,-1.0,3.63,13,
72.045,13.0033263,79.9846017,120.1,-0.1,-0.2,102.8,117.0,0.774,7,-4.9,4538,4,118.0,14.49,48.7,47.0,117.9,120.1,2711,1928241,-1.0,3.63,13,
72.050,13.0033263,79.9846017,120.1,-0.1,-0.2,102.8,117.0,0.774,7,-1.3,4557,4,118.0,14.50,48.9,47.0,117.9,120.1,2711,1928241,-1.0,3.64,13,
72.055,13.0033263,79.9846017,120.1,-0.1,-0.2,102.8,117.0,0.774,7,-1.3,4567,4,118.0,14.50,48.9,47.0,117.9,120.1,2711,1928241,-1.0,3.64,13,
72.060,13.0033263,79.9846017,120.1,-0.1,-0.2,102.8,117.0,0.774,7,-1.3,4569,4,118.0,14.50,48.9,47.0,118.0,120.1,2711,1928241,-1.0,3.64,13,
72.065,13.0033263,79.9846017,120.1,-0.1,-0.2,102.8,117.0,0.774,7,-1.3,4567,4,118.0,14.50,48.9,47.0,118.0,120.1,2711,1928241,-1.0,3.64,13,
72.070,13.0033263,79.9846017,120.1,-0.1,-0.2,102.8,117.0,0.774,7,1.1,4556,4,118.0,14.49,49.6,46.9,118.1,120.1,2711,1928241,-1.0,3.66,13,
72.075,13.0033263,79.9846017,120.1,-0.1,-0.2,102.8,117.0,0.774,7,1.1,4544,4,118.0,14.49,49.6,46.9,118.1,120.1,2711,1928241,-1.0,3.66,13,
72.080,13.0033176,79.9846100,120.1,-0.1,-0.2,102.8,117.0,0.774,7,1.1,4527,4,118.0,14.49,49.6,46.9,118.1,120.1,2711,1928241,-1.0,3.66,13,
72.085,13.0033176,79.9846100,120.2,-0.1,-0.2,102.8,117.0,0.774,7,1.1,4505,4,118.0,14.49,49.6,46.9,118.1,120.2,2711,1928241,-1.0,3.66,13,
72.090,13.0033176,79.9846100,120.2,0.0,-0.2,102.9,117.2,0.775,7,1.8,4483,4,118.0,14.48,49.7,46.9,118.2,120.2,2713,1928241,-1.0,3.68,13,
72.095,13.0033176,79.9846100,120.2,0.0,-0.2,102.9,117.2,0.775,7,1.8,4471,4,118.0,14.48,49.7,46.9,118.2,120.2,2713,1928241,-1.0,3.68,13,
72.100,13.0033176,79.9846100,120.2,0.0,-0.2,102.9,117.2,0.775,7,1.8,4470,4,118.0,14.48,49.7,46.9,118.2,120.2,2713,1928241,-1.0,3.68,13,
72.105,13.0033176,79.9846100,120.3,0.0,-0.2,102.9,117.2,0.775,7,1.8,4475,4,118.0,14.48,49.7,46.9,118.2,120.3,2713,1928241,-1.0,3.68,13,
72.110,13.0033176,79.9846100,120.3,0.0,-0.2,102.9,117.2,0.775,7,1.8,4486,4,118.0,14.48,49.7,46.8,118.3,120.3,2713,1928241,-1.0,3.69,13,
72.115,13.0033176,79.9846100,120.3,0.0,-0.2,102.9,117.2,0.775,7,1.8,4504,4,118.0,14.48,49.7,46.8,118.3,120.3,2713,1928241,-1.0,3.69,13,
72.120,13.0033089,79.9846183,120.4,0.0,-0.2,102.9,117.2,0.775,7,1.8,4527,4,118.0,14.48,49.7,46.8,118.4,120.4,2713,1928241,-1.0,3.69,13,
72.125,13.0033089,79.9846183,120.4,0.0,-0.2,102.9,117.2,0.775,7,1.8,4540,4,118.0,14.48,49.7,46.8,118.4,120.4,2713,1928241,-1.0,3.69,13,
72.130,13.0033089,79.9846183,120.4,0.0,-0.2,102.9,117.2,0.775,7,1.2,4552,4,118.0,14.48,49.6,46.8,118.5,120.4,2713,1928241,-1.0,3.70,13,
72.135,13.0033089,79.9846183,120.4,0.0,-0.2,102.9,117.2,0.775,7,1.2,4549,4,118.0,14.48,49.6,46.8,118.5,120.4,2713,1928241,-1.0,3.70,13,
72.140,13.0033089,79.9846183,120.5,0.2,-0.1,102.7,118.2,0.775,7,1.2,4536,4,118.0,14.48,49.6,46.8,118.5,120.5,2714,1928241,257.7,3.70,13,
72.145,13.0033089,79.9846183,120.5,0.2,-0.1,102.7,118.2,0.775,7,1.2,4518,4,118.0,14.48,49.6,46.8,118.6,120.5,2714,1928241,257.7,3.70,13,
72.150,13.0033089,79.9846183,120.5,0.2,-0.1,102.7,118.2,0.775,7,-0.2,4497,4,118.0,14.47,49.7,46.8,118.6,120.5,2714,1928241,257.7,3.71,13,
72.155,13.0033089,79.9846183,120.5,0.2,-0.1,102.7,118.2,0.775,7,-0.2,4489,4,118.0,14.47,49.7,46.8,118.7,120.5,2714,1928241,257.7,3.71,13,
72.160,13.0033004,79.9846268,120.6,0.2,-0.1,102.7,118.2,0.775,7,-0.2,4482,4,118.0,14.47,49.7,46.8,118.8,120.6,2714,1928241,257.7,3.71,13,
72.165,13.0033004,79.9846268,120.6,0.2,-0.1,102.7,118.2,0.775,7,-0.2,4479,4,118.0,14.47,49.7,46.8,118.9,120.6,2714,1928241,257.7,3.71,13,
72.170,13.0033004,79.9846268,120.6,0.2,-0.1,102.7,118.2,0.775,7,-0.7,4480,4,118.0,14.48,49.6,46.8,119.0,120.6,2714,1928241,257.7,3.72,13,
72.175,13.0033004,79.9846268,120.7,0.2,-0.1,102.7,118.2,0.775,7,-0.7,4484,4,118.0,14.48,49.6,46.8,119.1,120.7,2714,1928241,257.7,3.72,13,
72.180,13.0033004,79.9846268,120.7,0.2,-0.1,102.7,118.2,0.775,7,-0.7,4494,4,118.0,14.48,49.6,46.8,119.3,120.7,2714,1928241,257.7,3.72,13,
72.185,13.0033004,79.9846268,120.8,0.2,-0.1,102.7,118.2,0.775,7,-0.7,4503,4,118.0,14.48,49.6,46.8,119.4,120.8,2714,1928241,257.7,3.72,13,
72.190,13.0033004,79.9846268,120.8,0.1,0.0,103.1,117.4,0.776,7,-5.1,4508,4,118.0,14.48,51.0,46.7,119.4,120.8,2716,1928248,122.1,3.72,12,
72.195,13.0033004,79.9846268,120.9,0.1,0.0,103.1,117.4,0.776,7,-5.1,4514,4,118.0,14.48,51.0,46.7,119.5,120.9,2716,1928248,122.1,3.72,12,
72.200,13.0032918,79.9846355,120.9,0.1,0.0,103.1,117.4,0.776,7,-5.1,4522,4,118.0,14.48,51.0,46.7,119.5,120.9,2716,1928248,122.1,3.72,12,
72.205,13.0032918,79.9846355,120.9,0.1,0.0,103.1,117.4,0.776,7,-5.1,4536,4,118.0,14.48,51.0,46.7,119.6,120.9,2716,1928248,122.1,3.72,12,
72.210,13.0032918,79.9846355,121.0,0.1,0.0,103.1,117.4,0.776,7,-9.5,4557,4,118.0,14.47,55.7,46.7,119.6,121.0,2716,1928248,122.1,3.72,12,
72.215,13.0032918,79.9846355,121.0,0.1,0.0,103.1,117.4,0.776,7,-9.5,4568,4,118.0,14.47,55.7,46.7,119.7,121.0,2716,1928248,122.1,3.72,12,
72.220,13.0032918,79.9846355,121.0,0.1,0.0,103.1,117.4,0.776,7,-9.5,4585,4,118.0,14.47,55.7,46.7,119.7,121.0,2716,1928248,122.1,3.72,12,
72.225,13.0032918,79.9846355,121.1,0.1,0.0,103.1,117.4,0.776,7,-9.5,4603,4,118.0,14.47,55.7,46.7,119.7,121.1,2716,1928248,122.1,3.72,12,
72.230,13.0032918,79.9846355,121.1,0.1,0.0,103.1,117.4,0.776,7,-15.0,4609,4,118.0,14.48,57.9,46.7,119.7,121.1,2716,1928248,122.1,3.73,12,
72.235,13.0032918,79.9846355,121.1,0.1,0.0,103.1,117.4,0.776,7,-15.0,4614,4,118.0,14.48,57.9,46.7,119.8,121.1,2716,1928248,122.1,3.73,12,
72.240,13.0032834,79.9846444,121.1,-0.1,-0.2,102.4,117.0,0.777,7,-15.0,4597,4,119.0,14.48,57.9,46.7,119.8,121.1,2718,1928248,-1.0,3.73,12,
72.245,13.0032834,79.9846444,121.2,-0.1,-0.2,102.4,117.0,0.777,7,-15.0,4570,4,119.0,14.48,57.9,46.7,119.8,121.2,2718,1928248,-1.0,3.73,12,
72.250,13.0032834,79.9846444,121.2,-0.1,-0.2,102.4,117.0,0.777,7,-21.5,4540,4,119.0,14.47,57.7,46.7,119.9,121.2,2718,1928248,-1.0,3.74,12,
72.255,13.0032834,79.9846444,121.2,-0.1,-0.2,102.4,117.0,0.777,7,-21.5,4497,4,119.0,14.47,57.7,46.7,119.9,121.2,2718,1928248,-1.0,3.74,12,
72.260,13.0032834,79.9846444,121.2,-0.1,-0.2,102.4,117.0,0.777,7,-21.5,4469,4,119.0,14.47,57.7,46.7,120.0,121.2,2718,1928248,-1.0,3.74,12,
72.265,13.0032834,79.9846444,121.2,-0.1,-0.2,102.4,117.0,0.777,7,-21.5,4453,4,119.0,14.47,57.7,46.7,120.0,121.2,2718,1928248,-1.0,3.74,12,
72.270,13.0032834,79.9846444,121.2,-0.1,-0.2,102.4,117.0,0.777,7,-26.1,4440,4,119.0,14.48,57.7,46.7,120.0,121.2,2718,1928248,-1.0,3.73,12,
72.275,13.0032834,79.9846444,121.2,-0.1,-0.2,102.4,117.0,0.777,7,-26.1,4439,4,119.0,14.48,57.7,46.7,120.1,121.2,2718,1928248,-1.0,3.73,12,
72.280,13.0032751,79.9846531,121.3,-0.1,-0.2,102.4,117.0,0.777,7,-26.1,4450,4,119.0,14.48,57.7,46.7,120.1,121.3,2718,1928248,-1.0,3.73,12,
72.285,13.0032751,79.9846531,121.3,-0.1,-0.2,102.4,117.0,0.777,7,-26.1,4476,4,119.0,14.48,57.7,46.7,120.1,121.3,2718,1928248,-1.0,3.73,12,
72.290,13.0032751,79.9846531,121.4,-0.1,-0.2,103.1,117.5,0.777,7,-28.2,4506,4,119.0,14.48,57.8,46.7,120.2,121.4,2719,1928248,-1.0,3.73,12,
72.295,13.0032751,79.9846531,121.4,-0.1,-0.2,103.1,117.5,0.777,7,-28.2,4535,4,119.0,14.48,57.8,46.7,120.2,121.4,2719,1928248,-1.0,3.73,12,
72.300,13.0032751,79.9846531,121.4,-0.1,-0.2,103.1,117.5,0.777,7,-28.2,4570,4,119.0,14.48,57.8,46.7,120.2,121.4,2719,1928248,-1.0,3.73,12,
72.305,13.0032751,79.9846531,121.5,-0.1,-0.2,103.1,117.5,0.777,7,-28.2,4592,4,119.0,14.48,57.8,46.7,120.2,121.5,2719,1928248,-1.0,3.73,12,
72.310,13.0032751,79.9846531,121.5,-0.1,-0.2,103.1,117.5,0.777,7,-28.6,4614,4,119.0,14.47,57.8,46.7,120.2,121.5,2719,1928248,-1.0,3.73,12,
72.315,13.0032751,79.9846531,121.5,-0.1,-0.2,103.1,117.5,0.777,7,-28.6,4634,4,119.0,14.47,57.8,46.7,120.2,121.5,2719,1928248,-1.0,3.73,12,
72.320,13.0032669,79.9846621,121.6,-0.1,-0.2,103.1,117.5,0.777,7,-28.6,4641,4,119.0,14.47,57.8,46.7,120.1,121.6,2719,1928248,-1.0,3.73,12,
72.325,13.0032669,79.9846621,121.6,-0.1,-0.2,103.1,117.5,0.777,7,-28.6,4637,4,119.0,14.47,57.8,46.7,120.1,121.6,2719,1928248,-1.0,3.73,12,
72.330,13.0032669,79.9846621,121.7,-0.1,-0.2,103.1,117.5,0.777,7,-28.5,4632,4,119.0,14.47,58.8,46.7,120.1,121.7,2719,1928248,-1.0,3.72,12,
72.335,13.0032669,79.9846621,121.7,-0.1,-0.2,103.1,117.5,0.777,7,-28.5,4627,4,119.0,14.47,58.8,46.7,120.1,121.7,2719,1928248,-1.0,3.72,12,
72.340,13.0032669,79.9846621,121.7,0.1,-0.2,103.0,117.9,0.778,7,-28.5,4628,4,119.0,14.47,58.8,46.7,120.1,121.7,2721,1928248,-1.0,3.72,12,
72.345,13.0032669,79.9846621,121.8,0.1,-0.2,103.0,117.9,0.778,7,-28.5,4630,4,119.0,14.47,58.8,46.7,120.1,121.8,2721,1928248,-1.0,3.72,12,
72.350,13.0032669,79.9846621,121.8,0.1,-0.2,103.0,117.9,0.778,7,-26.5,4631,4,119.0,14.48,60.5,46.6,120.1,121.8,2721,1928248,-1.0,3.71,12,
72.355,13.0032669,79.9846621,121.9,0.1,-0.2,103.0,117.9,0.778,7,-26.5,4635,4,119.0,14.48,60.5,46.6,120.2,121.9,2721,1928248,-1.0,3.71,12,
72.360,13.0032589,79.9846713,122.0,0.1,-0.2,103.0,117.9,0.778,7,-26.5,4641,4,119.0,14.48,60.5,46.6,120.2,122.0,2721,1928248,-1.0,3.71,12,
72.365,13.0032589,79.9846713,122.0,0.1,-0.2,103.0,117.9,0.778,7,-26.5,4650,4,119.0,14.48,60.5,46.6,120.2,122.0,2721,1928248,-1.0,3.71,12,
72.370,13.0032589,79.9846713,122.1,0.1,-0.2,103.0,117.9,0.778,7,-23.5,4660,4,119.0,14.49,61.6,46.6,120.2,122.1,2721,1928248,-1.0,3.69,12,
72.375,13.0032589,79.9846713,122.1,0.1,-0.2,103.0,117.9,0.778,7,-23.5,4658,4,119.0,14.49,61.6,46.6,120.2,122.1,2721,1928248,-1.0,3.69,12,
72.380,13.0032589,79.9846713,122.2,0.1,-0.2,103.0,117.9,0.778,7,-23.5,4651,4,119.0,14.49,61.6,46.6,120.2,122.2,2721,1928248,-1.0,3.69,12,
72.385,13.0032589,79.9846713,122.3,0.1,-0.2,103.0,117.9,0.778,7,-23.5,4645,4,119.0,14.49,61.6,46.6,120.2,122.3,2721,1928248,-1.0,3.69,12,
72.390,13.0032589,79.9846713,122.4,0.2,0.0,102.9,117.0,0.778,7,-22.6,4635,4,119.0,14.46,61.7,46.6,120.2,122.4,2723,1928255,105.8,3.68,12,
72.395,13.0032589,79.9846713,122.4,0.2,0.0,102.9,117.0,0.778,7,-22.6,4626,4,119.0,14.46,61.7,46.6,120.2,122.4,2723,1928255,105.8,3.68,12,
72.400,13.0032509,79.9846807,122.5,0.2,0.0,102.9,117.0,0.778,7,-22.6,4610,4,119.0,14.46,61.7,46.6,120.2,122.5,2723,1928255,105.8,3.68,12,
72.405,13.0032509,79.9846807,122.6,0.2,0.0,102.9,117.0,0.778,7,-22.6,4590,4,119.0,14.46,61.7,46.6,120.2,122.6,2723,1928255,105.8,3.68,12,
72.410,13.0032509,79.9846807,122.7,0.2,0.0,102.9,117.0,0.778,7,-22.5,4568,4,119.0,14.45,61.7,46.6,120.2,122.7,2723,1928255,105.8,3.67,12,
72.415,13.0032509,79.9846807,122.7,0.2,0.0,102.9,117.0,0.778,7,-22.5,4546,4,119.0,14.45,61.7,46.6,120.2,122.7,2723,1928255,105.8,3.67,12,
