Time,GPS_Lat,GPS_Long,CarSpeed,pBrakeF,pBrakeR,tWater,tOil,mFuelConsLap,Logger_Lap,aSteering,RPM,Gear,GPS_Speed,VBatt,rPedal,tAir,WSpeed_FL,WSpeed_FR,DistanceLap,DistanceFull,BrakeBalance,pOil,PBX_LP_Fuel_Current,
0.000,13.0008902,79.9898437,153.1,-0.1,-0.1,105.0,119.1,1.052,6,3.8,5635,4,151.0,14.41,101.7,47.1,153.1,152.9,3637,1925523,-1.0,3.97,12,
0.005,13.0008902,79.9898437,153.2,-0.1,-0.1,105.0,119.1,1.052,6,3.8,5635,4,151.0,14.41,101.7,47.1,153.2,152.9,3637,1925523,-1.0,3.97,12,
0.010,13.0008902,79.9898437,153.2,-0.1,-0.1,105.0,119.1,1.052,6,3.5,5641,4,151.0,14.42,101.8,47.1,153.2,153.0,3637,1925523,-1.0,3.97,12,
0.015,13.0008902,79.9898437,153.3,-0.1,-0.1,105.0,119.1,1.052,6,3.5,5645,4,151.0,14.42,101.8,47.1,153.3,153.1,3637,1925523,-1.0,3.97,12,
0.020,13.0008902,79.9898437,153.3,-0.1,-0.1,105.0,119.1,1.052,6,3.5,5648,4,151.0,14.42,101.8,47.1,153.3,153.2,3637,1925523,-1.0,3.97,12,
0.025,13.0008902,79.9898437,153.4,-0.1,-0.1,105.0,119.1,1.052,6,3.5,5649,4,151.0,14.42,101.8,47.1,153.4,153.2,3637,1925523,-1.0,3.97,12,
0.030,13.0008902,79.9898437,153.5,-0.1,-0.1,105.0,119.1,1.052,6,3.9,5639,4,151.0,14.45,101.8,47.1,153.5,153.2,3637,1925523,-1.0,3.97,12,
0.035,13.0008902,79.9898437,153.5,-0.1,-0.1,105.0,119.1,1.052,6,3.9,5639,4,151.0,14.45,101.8,47.1,153.5,153.3,3637,1925523,-1.0,3.97,12,
0.040,13.0008779,79.9898343,153.6,-0.3,-0.3,104.6,118.5,1.053,6,3.9,5643,4,152.0,14.45,101.8,47.1,153.6,153.4,3639,1925523,-1.0,3.97,12,
0.045,13.0008779,79.9898343,153.6,-0.3,-0.3,104.6,118.5,1.053,6,3.9,5649,4,152.0,14.45,101.8,47.1,153.6,153.5,3639,1925523,-1.0,3.97,12,
0.050,13.0008779,79.9898343,153.7,-0.3,-0.3,104.6,118.5,1.053,6,3.9,5648,4,152.0,14.46,101.7,47.1,153.7,153.5,3639,1925523,-1.0,3.98,12,
0.055,13.0008779,79.9898343,153.8,-0.3,-0.3,104.6,118.5,1.053,6,3.9,5649,4,152.0,14.46,101.7,47.1,153.8,153.6,3639,1925523,-1.0,3.98,12,
0.060,13.0008779,79.9898343,153.8,-0.3,-0.3,104.6,118.5,1.053,6,3.9,5648,4,152.0,14.46,101.7,47.1,153.8,153.6,3639,1925523,-1.0,3.98,12,
0.065,13.0008779,79.9898343,153.9,-0.3,-0.3,104.6,118.5,1.053,6,3.9,5650,4,152.0,14.46,101.7,47.1,153.9,153.7,3639,1925523,-1.0,3.98,12,
0.070,13.0008779,79.9898343,153.9,-0.3,-0.3,104.6,118.5,1.053,6,3.7,5649,4,152.0,14.44,101.8,47.1,153.9,153.7,3639,1925523,-1.0,3.99,12,
0.075,13.0008779,79.9898343,154.0,-0.3,-0.3,104.6,118.5,1.053,6,3.7,5651,4,152.0,14.44,101.8,47.1,154.0,153.8,3639,1925523,-1.0,3.99,12,
0.080,13.0008657,79.9898249,154.1,-0.3,-0.3,104.6,118.5,1.053,6,3.7,5650,4,152.0,14.44,101.8,47.1,154.1,153.9,3639,1925523,-1.0,3.99,12,
0.085,13.0008657,79.9898249,154.1,-0.3,-0.3,104.6,118.5,1.053,6,3.7,5654,4,152.0,14.44,101.8,47.1,154.1,153.9,3639,1925523,-1.0,3.99,12,
0.090,13.0008657,79.9898249,154.2,-0.2,-0.1,104.1,117.9,1.054,6,3.6,5657,4,152.0,14.44,101.8,47.1,154.2,154.0,3642,1925523,-1.0,3.99,12,
0.095,13.0008657,79.9898249,154.3,-0.2,-0.1,104.1,117.9,1.054,6,3.6,5660,4,152.0,14.44,101.8,47.1,154.3,154.0,3642,1925523,-1.0,3.99,12,
0.100,13.0008657,79.9898249,154.4,-0.2,-0.1,104.1,117.9,1.054,6,3.6,5661,4,152.0,14.44,101.8,47.1,154.4,154.1,3642,1925523,-1.0,3.99,12,
0.105,13.0008657,79.9898249,154.4,-0.2,-0.1,104.1,117.9,1.054,6,3.6,5660,4,152.0,14.44,101.8,47.1,154.4,154.2,3642,1925523,-1.0,3.99,12,
0.110,13.0008657,79.9898249,154.5,-0.2,-0.1,104.1,117.9,1.054,6,3.8,5657,4,152.0,14.45,101.8,47.1,154.5,154.2,3642,1925523,-1.0,4.00,12,
0.115,13.0008657,79.9898249,154.5,-0.2,-0.1,104.1,117.9,1.054,6,3.8,5651,4,152.0,14.45,101.8,47.1,154.5,154.3,3642,1925523,-1.0,4.00,12,
0.120,13.0008534,79.9898154,154.6,-0.2,-0.1,104.1,117.9,1.054,6,3.8,5659,4,152.0,14.45,101.8,47.1,154.6,154.3,3642,1925523,-1.0,4.00,12,
0.125,13.0008534,79.9898154,154.6,-0.2,-0.1,104.1,117.9,1.054,6,3.8,5663,4,152.0,14.45,101.8,47.1,154.6,154.4,3642,1925523,-1.0,4.00,12,
0.130,13.0008534,79.9898154,154.7,-0.2,-0.1,104.1,117.9,1.054,6,3.8,5668,4,152.0,14.47,101.8,47.1,154.7,154.4,3642,1925523,-1.0,4.00,12,
0.135,13.0008534,79.9898154,154.7,-0.2,-0.1,104.1,117.9,1.054,6,3.8,5671,4,152.0,14.47,101.8,47.1,154.7,154.5,3642,1925523,-1.0,4.00,12,
0.140,13.0008534,79.9898154,154.8,0.0,-0.3,104.2,118.0,1.055,6,3.8,5680,4,152.0,14.47,101.8,47.1,154.8,154.6,3644,1925523,-1.0,4.00,12,
0.145,13.0008534,79.9898154,154.8,0.0,-0.3,104.2,118.0,1.055,6,3.8,5683,4,152.0,14.47,101.8,47.1,154.8,154.6,3644,1925523,-1.0,4.00,12,
0.150,13.0008534,79.9898154,154.9,0.0,-0.3,104.2,118.0,1.055,6,3.8,5686,4,152.0,14.45,101.7,47.2,154.9,154.7,3644,1925523,-1.0,4.01,12,
0.155,13.0008534,79.9898154,155.0,0.0,-0.3,104.2,118.0,1.055,6,3.8,5683,4,152.0,14.45,101.7,47.2,155.0,154.7,3644,1925523,-1.0,4.01,12,
0.160,13.0008412,79.9898060,155.0,0.0,-0.3,104.2,118.0,1.055,6,3.8,5679,4,153.0,14.45,101.7,47.2,155.0,154.8,3644,1925523,-1.0,4.01,12,
0.165,13.0008412,79.9898060,155.1,0.0,-0.3,104.2,118.0,1.055,6,3.8,5681,4,153.0,14.45,101.7,47.2,155.1,154.8,3644,1925523,-1.0,4.01,12,
0.170,13.0008412,79.9898060,155.2,0.0,-0.3,104.2,118.0,1.055,6,3.5,5688,4,153.0,14.45,101.8,47.1,155.2,154.9,3644,1925523,-1.0,4.01,12,
0.175,13.0008412,79.9898060,155.2,0.0,-0.3,104.2,118.0,1.055,6,3.5,5690,4,153.0,14.45,101.8,47.1,155.2,154.9,3644,1925523,-1.0,4.01,12,
0.180,13.0008412,79.9898060,155.3,0.0,-0.3,104.2,118.0,1.055,6,3.5,5692,4,153.0,14.45,101.8,47.1,155.3,155.0,3644,1925523,-1.0,4.01,12,
0.185,13.0008412,79.9898060,155.3,0.0,-0.3,104.2,118.0,1.055,6,3.5,5688,4,153.0,14.45,101.8,47.1,155.3,155.0,3644,1925523,-1.0,4.01,12,
0.190,13.0008412,79.9898060,155.4,-0.1,-0.1,104.8,118.6,1.056,6,3.8,5688,4,153.0,14.44,101.8,47.1,155.4,155.1,3646,1925532,-1.0,4.01,12,
0.195,13.0008412,79.9898060,155.5,-0.1,-0.1,104.8,118.6,1.056,6,3.8,5686,4,153.0,14.44,101.8,47.1,155.5,155.2,3646,1925532,-1.0,4.01,12,
0.200,13.0008287,79.9897964,155.5,-0.1,-0.1,104.8,118.6,1.056,6,3.8,5680,4,153.0,14.44,101.8,47.1,155.5,155.2,3646,1925532,-1.0,4.01,12,
0.205,13.0008287,79.9897964,155.5,-0.1,-0.1,104.8,118.6,1.056,6,3.8,5680,4,153.0,14.44,101.8,47.1,155.5,155.3,3646,1925532,-1.0,4.01,12,
0.210,13.0008287,79.9897964,155.6,-0.1,-0.1,104.8,118.6,1.056,6,3.7,5686,4,153.0,14.46,101.8,47.2,155.6,155.3,3646,1925532,-1.0,4.01,12,
0.215,13.0008287,79.9897964,155.7,-0.1,-0.1,104.8,118.6,1.056,6,3.7,5688,4,153.0,14.46,101.8,47.2,155.7,155.4,3646,1925532,-1.0,4.01,12,
0.220,13.0008287,79.9897964,155.7,-0.1,-0.1,104.8,118.6,1.056,6,3.7,5683,4,153.0,14.46,101.8,47.2,155.7,155.4,3646,1925532,-1.0,4.01,12,
0.225,13.0008287,79.9897964,155.8,-0.1,-0.1,104.8,118.6,1.056,6,3.7,5693,4,153.0,14.46,101.8,47.2,155.8,155.5,3646,1925532,-1.0,4.01,12,
0.230,13.0008287,79.9897964,155.8,-0.1,-0.1,104.8,118.6,1.056,6,3.6,5695,4,153.0,14.46,101.9,47.2,155.8,155.5,3646,1925532,-1.0,4.01,12,
0.235,13.0008287,79.9897964,155.8,-0.1,-0.1,104.8,118.6,1.056,6,3.6,5691,4,153.0,14.46,101.9,47.2,155.8,155.5,3646,1925532,-1.0,4.01,12,
0.240,13.0008164,79.9897869,155.9,0.3,0.0,104.3,118.5,0.001,7,3.6,5689,4,154.0,14.46,101.9,47.2,155.9,155.6,2,1925532,95.9,4.01,12,
0.245,13.0008164,79.9897869,155.9,0.3,0.0,104.3,118.5,0.001,7,3.6,5690,4,154.0,14.46,101.9,47.2,155.9,155.6,2,1925532,95.9,4.01,12,
0.250,13.0008164,79.9897869,156.0,0.3,0.0,104.3,118.5,0.001,7,3.6,5696,4,154.0,14.43,101.7,47.2,156.0,155.7,2,1925532,95.9,4.01,12,
0.255,13.0008164,79.9897869,156.0,0.3,0.0,104.3,118.5,0.001,7,3.6,5704,4,154.0,14.43,101.7,47.2,156.0,155.7,2,1925532,95.9,4.01,12,
0.260,13.0008164,79.9897869,156.1,0.3,0.0,104.3,118.5,0.001,7,3.6,5708,4,154.0,14.43,101.7,47.2,156.1,155.7,2,1925532,95.9,4.01,12,
0.265,13.0008164,79.9897869,156.1,0.3,0.0,104.3,118.5,0.001,7,3.6,5711,4,154.0,14.43,101.7,47.2,156.1,155.8,2,1925532,95.9,4.01,12,
0.270,13.0008164,79.9897869,156.1,0.3,0.0,104.3,118.5,0.001,7,3.8,5716,4,154.0,14.42,101.7,47.2,156.1,155.8,2,1925532,95.9,4.01,12,
0.275,13.0008164,79.9897869,156.2,0.3,0.0,104.3,118.5,0.001,7,3.8,5720,4,154.0,14.42,101.7,47.2,156.2,155.8,2,1925532,95.9,4.01,12,
0.280,13.0008039,79.9897774,156.2,0.3,0.0,104.3,118.5,0.001,7,3.8,5721,4,154.0,14.42,101.7,47.2,156.2,155.9,2,1925532,95.9,4.01,12,
0.285,13.0008039,79.9897774,156.3,0.3,0.0,104.3,118.5,0.001,7,3.8,5727,4,154.0,14.42,101.7,47.2,156.3,155.9,2,1925532,95.9,4.01,12,
0.290,13.0008039,79.9897774,156.3,-0.2,-0.3,104.2,117.7,0.002,7,3.6,5732,4,154.0,14.42,101.8,47.2,156.3,156.0,4,1925532,-1.0,4.01,12,
0.295,13.0008039,79.9897774,156.3,-0.2,-0.3,104.2,117.7,0.002,7,3.6,5743,4,154.0,14.42,101.8,47.2,156.3,156.0,4,1925532,-1.0,4.01,12,
0.300,13.0008039,79.9897774,156.4,-0.2,-0.3,104.2,117.7,0.002,7,3.6,5749,4,154.0,14.42,101.8,47.2,156.4,156.0,4,1925532,-1.0,4.01,12,
0.305,13.0008039,79.9897774,156.4,-0.2,-0.3,104.2,117.7,0.002,7,3.6,5752,4,154.0,14.42,101.8,47.2,156.4,156.1,4,1925532,-1.0,4.01,12,
0.310,13.0008039,79.9897774,156.4,-0.2,-0.3,104.2,117.7,0.002,7,3.8,5758,4,154.0,14.45,101.8,47.2,156.4,156.1,4,1925532,-1.0,4.01,12,
0.315,13.0008039,79.9897774,156.5,-0.2,-0.3,104.2,117.7,0.002,7,3.8,5766,4,154.0,14.45,101.8,47.2,156.5,156.1,4,1925532,-1.0,4.01,12,
0.320,13.0007915,79.9897677,156.5,-0.2,-0.3,104.2,117.7,0.002,7,3.8,5766,4,155.0,14.45,101.8,47.2,156.5,156.2,4,1925532,-1.0,4.01,12,
0.325,13.0007915,79.9897677,156.6,-0.2,-0.3,104.2,117.7,0.002,7,3.8,5758,4,155.0,14.45,101.8,47.2,156.6,156.2,4,1925532,-1.0,4.01,12,
0.330,13.0007915,79.9897677,156.6,-0.2,-0.3,104.2,117.7,0.002,7,3.6,5767,4,155.0,14.46,101.9,47.2,156.6,156.3,4,1925532,-1.0,4.01,12,
0.335,13.0007915,79.9897677,156.6,-0.2,-0.3,104.2,117.7,0.002,7,3.6,5766,4,155.0,14.46,101.9,47.2,156.6,156.3,4,1925532,-1.0,4.01,12,
0.340,13.0007915,79.9897677,156.7,-0.2,-0.3,104.2,117.7,0.003,7,3.6,5772,4,155.0,14.46,101.9,47.2,156.7,156.4,6,1925532,-1.0,4.01,12,
0.345,13.0007915,79.9897677,156.7,-0.2,-0.3,104.2,117.7,0.003,7,3.6,5769,4,155.0,14.46,101.9,47.2,156.7,156.4,6,1925532,-1.0,4.01,12,
0.350,13.0007915,79.9897677,156.8,-0.2,-0.3,104.2,117.7,0.003,7,3.8,5767,4,155.0,14.46,101.9,47.2,156.8,156.4,6,1925532,-1.0,4.02,12,
0.355,13.0007915,79.9897677,156.8,-0.2,-0.3,104.2,117.7,0.003,7,3.8,5763,4,155.0,14.46,101.9,47.2,156.8,156.5,6,1925532,-1.0,4.02,12,
0.360,13.0007790,79.9897582,156.9,-0.2,-0.3,104.2,117.7,0.003,7,3.8,5766,4,155.0,14.46,101.9,47.2,156.9,156.5,6,1925532,-1.0,4.02,12,
0.365,13.0007790,79.9897582,156.9,-0.2,-0.3,104.2,117.7,0.003,7,3.8,5765,4,155.0,14.46,101.9,47.2,156.9,156.6,6,1925532,-1.0,4.02,12,
0.370,13.0007790,79.9897582,157.0,-0.2,-0.3,104.2,117.7,0.003,7,3.5,5763,4,155.0,14.44,101.9,47.2,157.0,156.6,6,1925532,-1.0,4.02,12,
0.375,13.0007790,79.9897582,157.0,-0.2,-0.3,104.2,117.7,0.003,7,3.5,5762,4,155.0,14.44,101.9,47.2,157.0,156.7,6,1925532,-1.0,4.02,12,
0.380,13.0007666,79.9897484,157.1,-0.2,-0.3,104.2,117.7,0.003,7,3.5,5765,4,155.0,14.44,101.9,47.2,157.1,156.7,6,1925532,-1.0,4.02,12,
0.385,13.0007666,79.9897484,157.1,-0.2,-0.3,104.2,117.7,0.003,7,3.5,5762,4,155.0,14.44,101.9,47.2,157.1,156.7,6,1925532,-1.0,4.02,12,
0.390,13.0007666,79.9897484,157.2,-0.3,-0.1,104.3,118.6,0.004,7,3.7,5763,4,155.0,14.43,101.7,47.2,157.2,156.8,9,1925541,-1.0,4.02,12,
0.395,13.0007666,79.9897484,157.2,-0.3,-0.1,104.3,118.6,0.004,7,3.7,5764,4,155.0,14.43,101.7,47.2,157.2,156.8,9,1925541,-1.0,4.02,12,
0.400,13.0007666,79.9897484,157.2,-0.3,-0.1,104.3,118.6,0.004,7,3.7,5767,4,155.0,14.43,101.7,47.2,157.2,156.9,9,1925541,-1.0,4.02,12,
0.405,13.0007666,79.9897484,157.3,-0.3,-0.1,104.3,118.6,0.004,7,3.7,5762,4,155.0,14.43,101.7,47.2,157.3,157.0,9,1925541,-1.0,4.02,12,
0.410,13.0007666,79.9897484,157.3,-0.3,-0.1,104.3,118.6,0.004,7,3.3,5765,4,155.0,14.43,101.8,47.2,157.3,157.0,9,1925541,-1.0,4.02,12,
0.415,13.0007666,79.9897484,157.4,-0.3,-0.1,104.3,118.6,0.004,7,3.3,5769,4,155.0,14.43,101.8,47.2,157.4,157.0,9,1925541,-1.0,4.02,12,
0.420,13.0007666,79.9897484,157.4,-0.3,-0.1,104.3,118.6,0.004,7,3.3,5773,4,155.0,14.43,101.8,47.2,157.4,157.1,9,1925541,-1.0,4.02,12,
0.425,13.0007666,79.9897484,157.5,-0.3,-0.1,104.3,118.6,0.004,7,3.3,5774,4,155.0,14.43,101.8,47.2,157.5,157.1,9,1925541,-1.0,4.02,12,
0.430,13.0007666,79.9897484,157.5,-0.3,-0.1,104.3,118.6,0.004,7,3.4,5770,4,155.0,14.43,101.8,47.2,157.5,157.2,9,1925541,-1.0,4.02,12,
0.435,13.0007666,79.9897484,157.5,-0.3,-0.1,104.3,118.6,0.004,7,3.4,5775,4,155.0,14.43,101.8,47.2,157.5,157.2,9,1925541,-1.0,4.02,12,
0.440,13.0007541,79.9897387,157.6,-0.3,0.0,104.5,118.2,0.004,7,3.4,5781,4,156.0,14.43,101.8,47.2,157.6,157.3,11,1925541,-1.0,4.02,12,
0.445,13.0007541,79.9897387,157.6,-0.3,0.0,104.5,118.2,0.004,7,3.4,5780,4,156.0,14.43,101.8,47.2,157.6,157.3,11,1925541,-1.0,4.02,12,
0.450,13.0007541,79.9897387,157.7,-0.3,0.0,104.5,118.2,0.004,7,3.3,5777,4,156.0,14.46,101.8,47.2,157.7,157.4,11,1925541,-1.0,4.02,12,
0.455,13.0007541,79.9897387,157.7,-0.3,0.0,104.5,118.2,0.004,7,3.3,5794,4,156.0,14.46,101.8,47.2,157.7,157.4,11,1925541,-1.0,4.02,12,
0.460,13.0007541,79.9897387,157.8,-0.3,0.0,104.5,118.2,0.004,7,3.3,5804,4,156.0,14.46,101.8,47.2,157.8,157.4,11,1925541,-1.0,4.02,12,
0.465,13.0007541,79.9897387,157.8,-0.3,0.0,104.5,118.2,0.004,7,3.3,5807,4,156.0,14.46,101.8,47.2,157.8,157.5,11,1925541,-1.0,4.02,12,
0.470,13.0007541,79.9897387,157.8,-0.3,0.0,104.5,118.2,0.004,7,3.9,5803,4,156.0,14.45,101.8,47.2,157.8,157.5,11,1925541,-1.0,4.02,12,
0.475,13.0007541,79.9897387,157.8,-0.3,0.0,104.5,118.2,0.004,7,3.9,5807,4,156.0,14.45,101.8,47.2,157.8,157.6,11,1925541,-1.0,4.02,12,
0.480,13.0007415,79.9897288,157.9,-0.3,0.0,104.5,118.2,0.004,7,3.9,5803,4,156.0,14.45,101.8,47.2,157.9,157.6,11,1925541,-1.0,4.02,12,
0.485,13.0007415,79.9897288,157.9,-0.3,0.0,104.5,118.2,0.004,7,3.9,5808,4,156.0,14.45,101.8,47.2,157.9,157.6,11,1925541,-1.0,4.02,12,
0.490,13.0007415,79.9897288,157.9,0.3,0.3,104.6,118.8,0.005,7,3.8,5813,4,156.0,14.45,101.8,47.2,157.9,157.6,13,1925541,51.6,4.03,12,
0.495,13.0007415,79.9897288,158.0,0.3,0.3,104.6,118.8,0.005,7,3.8,5818,4,156.0,14.45,101.8,47.2,158.0,157.7,13,1925541,51.6,4.03,12,
0.500,13.0007291,79.9897189,158.0,0.3,0.3,104.6,118.8,0.005,7,3.8,5828,4,157.0,14.45,101.8,47.2,158.0,157.7,13,1925541,51.6,4.03,12,
0.505,13.0007291,79.9897189,158.0,0.3,0.3,104.6,118.8,0.005,7,3.8,5837,4,157.0,14.45,101.8,47.2,158.0,157.7,13,1925541,51.6,4.03,12,
0.510,13.0007291,79.9897189,158.0,0.3,0.3,104.6,118.8,0.005,7,3.5,5842,4,157.0,14.43,101.8,47.2,158.0,157.8,13,1925541,51.6,4.03,12,
0.515,13.0007291,79.9897189,158.0,0.3,0.3,104.6,118.8,0.005,7,3.5,5852,4,157.0,14.43,101.8,47.2,158.0,157.8,13,1925541,51.6,4.03,12,
0.520,13.0007291,79.9897189,158.1,0.3,0.3,104.6,118.8,0.005,7,3.5,5856,4,157.0,14.43,101.8,47.2,158.1,157.8,13,1925541,51.6,4.03,12,
0.525,13.0007291,79.9897189,158.1,0.3,0.3,104.6,118.8,0.005,7,3.5,5865,4,157.0,14.43,101.8,47.2,158.1,157.9,13,1925541,51.6,4.03,12,
0.530,13.0007291,79.9897189,158.1,0.3,0.3,104.6,118.8,0.005,7,3.7,5876,4,157.0,14.42,101.7,47.2,158.1,157.9,13,1925541,51.6,4.03,12,
0.535,13.0007291,79.9897189,158.2,0.3,0.3,104.6,118.8,0.005,7,3.7,5890,4,157.0,14.42,101.7,47.2,158.2,158.0,13,1925541,51.6,4.03,12,
0.540,13.0007291,79.9897189,158.2,-0.2,-0.3,104.5,118.7,0.006,7,3.7,5906,4,157.0,14.42,101.7,47.2,158.2,158.0,15,1925541,-1.0,4.03,12,
0.545,13.0007291,79.9897189,158.3,-0.2,-0.3,104.5,118.7,0.006,7,3.7,5923,4,157.0,14.42,101.7,47.2,158.3,158.0,15,1925541,-1.0,4.03,12,
0.550,13.0007291,79.9897189,158.3,-0.2,-0.3,104.5,118.7,0.006,7,3.5,5941,4,157.0,14.41,101.7,47.2,158.3,158.1,15,1925541,-1.0,4.04,12,
0.555,13.0007291,79.9897189,158.4,-0.2,-0.3,104.5,118.7,0.006,7,3.5,5945,4,157.0,14.41,101.7,47.2,158.4,158.2,15,1925541,-1.0,4.04,12,
0.560,13.0007165,79.9897091,158.4,-0.2,-0.3,104.5,118.7,0.006,7,3.5,5949,4,157.0,14.41,101.7,47.2,158.4,158.2,15,1925541,-1.0,4.04,12,
0.565,13.0007165,79.9897091,158.5,-0.2,-0.3,104.5,118.7,0.006,7,3.5,5950,4,157.0,14.41,101.7,47.2,158.5,158.3,15,1925541,-1.0,4.04,12,
0.570,13.0007165,79.9897091,158.6,-0.2,-0.3,104.5,118.7,0.006,7,3.0,5945,4,157.0,14.41,101.6,47.2,158.6,158.3,15,1925541,-1.0,4.05,12,
0.575,13.0007165,79.9897091,158.6,-0.2,-0.3,104.5,118.7,0.006,7,3.0,5944,4,157.0,14.41,101.6,47.2,158.6,158.4,15,1925541,-1.0,4.05,12,
0.580,13.0007165,79.9897091,158.7,-0.2,-0.3,104.5,118.7,0.006,7,3.0,5935,4,157.0,14.41,101.6,47.2,158.7,158.4,15,1925541,-1.0,4.05,12,
0.585,13.0007165,79.9897091,158.7,-0.2,-0.3,104.5,118.7,0.006,7,3.0,5919,4,157.0,14.41,101.6,47.2,158.7,158.5,15,1925541,-1.0,4.05,12,
0.590,13.0007165,79.9897091,158.8,-0.5,-0.7,104.4,118.6,0.007,7,3.9,5897,4,157.0,14.41,101.9,47.2,158.8,158.6,17,1925549,-1.0,4.05,12,
0.595,13.0007165,79.9897091,158.9,-0.5,-0.7,104.4,118.6,0.007,7,3.9,5876,4,157.0,14.41,101.9,47.2,158.9,158.7,17,1925549,-1.0,4.05,12,
0.600,13.0007038,79.9896995,159.0,-0.5,-0.7,104.4,118.6,0.007,7,3.9,5847,4,157.0,14.41,101.9,47.2,159.0,158.8,17,1925549,-1.0,4.05,12,
0.605,13.0007038,79.9896995,159.1,-0.5,-0.7,104.4,118.6,0.007,7,3.9,5825,4,157.0,14.41,101.9,47.2,159.1,158.8,17,1925549,-1.0,4.05,12,
0.610,13.0007038,79.9896995,159.2,-0.5,-0.7,104.4,118.6,0.007,7,3.7,5804,4,157.0,14.41,101.9,47.2,159.2,159.0,17,1925549,-1.0,4.05,12,
0.615,13.0007038,79.9896995,159.3,-0.5,-0.7,104.4,118.6,0.007,7,3.7,5789,4,157.0,14.41,101.9,47.2,159.3,159.0,17,1925549,-1.0,4.05,12,
0.620,13.0007038,79.9896995,159.4,-0.5,-0.7,104.4,118.6,0.007,7,3.7,5780,4,157.0,14.41,101.9,47.2,159.4,159.1,17,1925549,-1.0,4.05,12,
0.625,13.0007038,79.9896995,159.4,-0.5,-0.7,104.4,118.6,0.007,7,3.7,5778,4,157.0,14.41,101.9,47.2,159.4,159.2,17,1925549,-1.0,4.05,12,
0.630,13.0007038,79.9896995,159.5,-0.5,-0.7,104.4,118.6,0.007,7,3.4,5782,4,157.0,14.44,101.7,47.2,159.5,159.3,17,1925549,-1.0,4.04,12,
0.635,13.0007038,79.9896995,159.6,-0.5,-0.7,104.4,118.6,0.007,7,3.4,5783,4,157.0,14.44,101.7,47.2,159.6,159.4,17,1925549,-1.0,4.04,12,
0.640,13.0006909,79.9896896,159.6,-0.4,0.0,104.5,118.3,0.008,7,3.4,5803,4,158.0,14.44,101.7,47.2,159.6,159.4,20,1925549,-1.0,4.04,12,
0.645,13.0006909,79.9896896,159.7,-0.4,0.0,104.5,118.3,0.008,7,3.4,5817,4,158.0,14.44,101.7,47.2,159.7,159.5,20,1925549,-1.0,4.04,12,
0.650,13.0006909,79.9896896,159.8,-0.4,0.0,104.5,118.3,0.008,7,3.3,5830,4,158.0,14.46,101.8,47.2,159.8,159.6,20,1925549,-1.0,4.04,12,
0.655,13.0006909,79.9896896,159.8,-0.4,0.0,104.5,118.3,0.008,7,3.3,5837,4,158.0,14.46,101.8,47.2,159.8,159.6,20,1925549,-1.0,4.04,12,
0.660,13.0006782,79.9896801,159.9,-0.4,0.0,104.5,118.3,0.008,7,3.3,5858,4,158.0,14.46,101.8,47.2,159.9,159.6,20,1925549,-1.0,4.04,12,
0.665,13.0006782,79.9896801,159.9,-0.4,0.0,104.5,118.3,0.008,7,3.3,5869,4,158.0,14.46,101.8,47.2,159.9,159.7,20,1925549,-1.0,4.04,12,
0.670,13.0006782,79.9896801,159.9,-0.4,0.0,104.5,118.3,0.008,7,3.5,5872,4,158.0,14.47,101.9,47.2,159.9,159.7,20,1925549,-1.0,4.05,12,
0.675,13.0006782,79.9896801,160.0,-0.4,0.0,104.5,118.3,0.008,7,3.5,5864,4,158.0,14.47,101.9,47.2,160.0,159.8,20,1925549,-1.0,4.05,12,
0.680,13.0006782,79.9896801,160.0,-0.4,0.0,104.5,118.3,0.008,7,3.5,5865,4,158.0,14.47,101.9,47.2,160.0,159.8,20,1925549,-1.0,4.05,12,
0.685,13.0006782,79.9896801,160.1,-0.4,0.0,104.5,118.3,0.008,7,3.5,5858,4,158.0,14.47,101.9,47.2,160.1,159.9,20,1925549,-1.0,4.05,12,
0.690,13.0006782,79.9896801,160.1,0.4,0.1,104.6,117.5,0.009,7,4.0,5856,4,158.0,14.47,101.7,47.2,160.1,159.9,22,1925549,76.9,4.05,12,
0.695,13.0006782,79.9896801,160.2,0.4,0.1,104.6,117.5,0.009,7,4.0,5856,4,158.0,14.47,101.7,47.2,160.2,160.0,22,1925549,76.9,4.05,12,
0.700,13.0006782,79.9896801,160.2,0.4,0.1,104.6,117.5,0.009,7,4.0,5859,4,158.0,14.47,101.7,47.2,160.2,160.0,22,1925549,76.9,4.05,12,
0.705,13.0006782,79.9896801,160.2,0.4,0.1,104.6,117.5,0.009,7,4.0,5864,4,158.0,14.47,101.7,47.2,160.2,160.1,22,1925549,76.9,4.05,12,
0.710,13.0006782,79.9896801,160.3,0.4,0.1,104.6,117.5,0.009,7,3.7,5869,4,158.0,14.45,101.8,47.3,160.3,160.1,22,1925549,76.9,4.05,12,
0.715,13.0006782,79.9896801,160.3,0.4,0.1,104.6,117.5,0.009,7,3.7,5875,4,158.0,14.45,101.8,47.3,160.3,160.1,22,1925549,76.9,4.05,12,
0.720,13.0006653,79.9896702,160.3,0.4,0.1,104.6,117.5,0.009,7,3.7,5881,4,159.0,14.45,101.8,47.3,160.3,160.2,22,1925549,76.9,4.05,12,
0.725,13.0006653,79.9896702,160.4,0.4,0.1,104.6,117.5,0.009,7,3.7,5889,4,159.0,14.45,101.8,47.3,160.4,160.2,22,1925549,76.9,4.05,12,
