Time;GPS_Lat;GPS_Long;CarSpeed;pBrakeF;pBrakeR;tWater;tOil;mFuelConsLap;Logger_Lap;aSteering;RPM;Gear;GPS_Speed;VBatt;rPedal;tAir;WSpeed_FL;WSpeed_FR;DistanceLap;DistanceFull;BrakeBalance;pOil;
0.000;13,0009137;79,9898215;149,4;0,5;0,8;96,5;109,1;1,402;0;1,9;5507;4;147,0;14,45;99,8;43,2;149,2;149,4;7161;363478;40,0;4,38;
0.005;13,0009137;79,9898215;149,5;0,5;0,8;96,5;109,1;1,402;0;1,9;5510;4;147,0;14,45;99,8;43,2;149,2;149,5;7161;363478;40,0;4,38;
0.010;13,0009137;79,9898215;149,5;0,5;0,8;96,5;109,1;1,402;0;1,9;5514;4;147,0;14,45;99,8;43,2;149,3;149,5;7161;363478;40,0;4,38;
0.015;13,0009137;79,9898215;149,6;0,5;0,8;96,5;109,1;1,402;0;1,9;5509;4;147,0;14,45;99,8;43,2;149,4;149,6;7161;363478;40,0;4,38;
0.020;13,0009018;79,9898125;149,7;0,5;0,8;96,5;109,1;1,402;0;1,5;5515;4;147,0;14,46;99,7;43,2;149,5;149,7;7161;363478;40,0;4,38;
0.025;13,0009018;79,9898125;149,8;0,5;0,8;96,5;109,1;1,402;0;1,5;5513;4;147,0;14,46;99,7;43,2;149,5;149,8;7161;363478;40,0;4,38;
0.030;13,0009018;79,9898125;149,8;0,6;0,7;96,4;108,5;1,403;0;1,5;5514;4;147,0;14,46;99,7;43,2;149,6;149,8;7163;363478;46,3;4,38;
0.035;13,0009018;79,9898125;149,9;0,6;0,7;96,4;108,5;1,403;0;1,5;5516;4;147,0;14,46;99,7;43,2;149,7;149,9;7163;363478;46,3;4,38;
0.040;13,0009018;79,9898125;150,0;0,6;0,7;96,4;108,5;1,403;0;1,8;5515;4;147,0;14,45;99,7;43,3;149,8;150,0;7163;363478;46,3;4,38;
0.045;13,0009018;79,9898125;150,0;0,6;0,7;96,4;108,5;1,403;0;1,8;5512;4;147,0;14,45;99,7;43,3;149,8;150,0;7163;363478;46,3;4,38;
0.050;13,0009018;79,9898125;150,1;0,6;0,7;96,4;108,5;1,403;0;1,8;5511;4;147,0;14,45;99,7;43,3;149,9;150,1;7163;363478;46,3;4,38;
0.055;13,0009018;79,9898125;150,2;0,6;0,7;96,4;108,5;1,403;0;1,8;5512;4;147,0;14,45;99,7;43,3;149,9;150,2;7163;363478;46,3;4,38;
0.060;13,0008898;79,9898032;150,2;0,6;0,7;96,4;108,5;1,403;0;1,7;5515;4;148,0;14,44;99,8;43,3;150,0;150,2;7163;363478;46,3;4,37;
0.065;13,0008898;79,9898032;150,3;0,6;0,7;96,4;108,5;1,403;0;1,7;5517;4;148,0;14,44;99,8;43,3;150,1;150,3;7163;363478;46,3;4,37;
0.070;13,0008898;79,9898032;150,4;0,6;0,7;96,4;108,5;1,403;0;1,7;5517;4;148,0;14,44;99,8;43,3;150,1;150,4;7163;363478;46,3;4,37;
0.075;13,0008898;79,9898032;150,4;0,6;0,7;96,4;108,5;1,403;0;1,7;5524;4;148,0;14,44;99,8;43,3;150,2;150,4;7163;363478;46,3;4,37;
0.080;13,0008898;79,9898032;150,5;0,3;0,7;96,3;108,4;1,404;0;1,9;5524;4;148,0;14,44;99,9;43,3;150,3;150,5;7165;363478;34,2;4,38;
0.085;13,0008898;79,9898032;150,6;0,3;0,7;96,3;108,4;1,404;0;1,9;5528;4;148,0;14,44;99,9;43,3;150,3;150,6;7165;363478;34,2;4,38;
0.090;13,0008898;79,9898032;150,7;0,3;0,7;96,3;108,4;1,404;0;1,9;5527;4;148,0;14,44;99,9;43,3;150,4;150,7;7165;363478;34,2;4,38;
0.095;13,0008898;79,9898032;150,7;0,3;0,7;96,3;108,4;1,404;0;1,9;5531;4;148,0;14,44;99,9;43,3;150,5;150,7;7165;363478;34,2;4,38;
0.100;13,0008778;79,9897940;150,8;0,3;0,7;96,3;108,4;1,404;0;1,1;5541;4;148,0;14,44;99,7;43,3;150,5;150,8;7165;363478;34,2;4,38;
0.105;13,0008778;79,9897940;150,8;0,3;0,7;96,3;108,4;1,404;0;1,1;5548;4;148,0;14,44;99,7;43,3;150,6;150,8;7165;363478;34,2;4,38;
0.110;13,0008778;79,9897940;150,9;0,3;0,7;96,3;108,4;1,404;0;1,1;5547;4;148,0;14,44;99,7;43,3;150,7;150,9;7165;363478;34,2;4,38;
0.115;13,0008778;79,9897940;151,0;0,3;0,7;96,3;108,4;1,404;0;1,1;5548;4;148,0;14,44;99,7;43,3;150,7;151,0;7165;363478;34,2;4,38;
0.120;13,0008778;79,9897940;151,0;0,3;0,7;96,3;108,4;1,404;0;1,6;5548;4;148,0;14,43;99,7;43,3;150,8;151,0;7165;363478;34,2;4,37;
0.125;13,0008778;79,9897940;151,1;0,3;0,7;96,3;108,4;1,404;0;1,6;5547;4;148,0;14,43;99,7;43,3;150,8;151,1;7165;363478;34,2;4,37;
0.130;13,0008778;79,9897940;151,2;0,4;0,7;96,6;108,7;1,405;0;1,6;5545;4;148,0;14,43;99,7;43,3;150,9;151,2;7167;363478;34,6;4,37;
0.135;13,0008778;79,9897940;151,2;0,4;0,7;96,6;108,7;1,405;0;1,6;5548;4;148,0;14,43;99,7;43,3;151,0;151,2;7167;363478;34,6;4,37;
0.140;13,0008657;79,9897848;151,3;0,4;0,7;96,6;108,7;1,405;0;1,0;5555;4;149,0;14,44;99,7;43,3;151,0;151,3;7167;363478;34,6;4,37;
0.145;13,0008657;79,9897848;151,3;0,4;0,7;96,6;108,7;1,405;0;1,0;5559;4;149,0;14,44;99,7;43,3;151,1;151,3;7167;363478;34,6;4,37;
0.150;13,0008657;79,9897848;151,4;0,4;0,7;96,6;108,7;1,405;0;1,0;5562;4;149,0;14,44;99,7;43,3;151,2;151,4;7167;363478;34,6;4,37;
0.155;13,0008657;79,9897848;151,5;0,4;0,7;96,6;108,7;1,405;0;1,0;5562;4;149,0;14,44;99,7;43,3;151,2;151,5;7167;363478;34,6;4,37;
0.160;13,0008657;79,9897848;151,5;0,4;0,7;96,6;108,7;1,405;0;1,6;5561;4;149,0;14,46;99,7;43,3;151,3;151,5;7167;363478;34,6;4,37;
0.165;13,0008657;79,9897848;151,6;0,4;0,7;96,6;108,7;1,405;0;1,6;5564;4;149,0;14,46;99,7;43,3;151,4;151,6;7167;363478;34,6;4,37;
0.170;13,0008657;79,9897848;151,7;0,4;0,7;96,6;108,7;1,405;0;1,6;5564;4;149,0;14,46;99,7;43,3;151,4;151,7;7167;363478;34,6;4,37;
0.175;13,0008657;79,9897848;151,7;0,4;0,7;96,6;108,7;1,405;0;1,6;5562;4;149,0;14,46;99,7;43,3;151,5;151,7;7167;363478;34,6;4,37;
0.180;13,0008536;79,9897756;151,8;0,4;0,8;96,5;109,2;1,406;0;0,8;5560;4;149,0;14,43;99,7;43,3;151,6;151,8;7169;363486;32,3;4,37;
0.185;13,0008536;79,9897756;151,8;0,4;0,8;96,5;109,2;1,406;0;0,8;5562;4;149,0;14,43;99,7;43,3;151,6;151,8;7169;363486;32,3;4,37;
0.190;13,0008536;79,9897756;151,9;0,4;0,8;96,5;109,2;1,406;0;0,8;5565;4;149,0;14,43;99,7;43,3;151,7;151,9;7169;363486;32,3;4,37;
0.195;13,0008536;79,9897756;151,9;0,4;0,8;96,5;109,2;1,406;0;0,8;5566;4;149,0;14,43;99,7;43,3;151,7;151,9;7169;363486;32,3;4,37;
0.200;13,0008536;79,9897756;152,0;0,4;0,8;96,5;109,2;1,406;0;1,3;5568;4;149,0;14,45;99,7;43,4;151,8;152,0;7169;363486;32,3;4,37;
0.205;13,0008536;79,9897756;152,0;0,4;0,8;96,5;109,2;1,406;0;1,3;5569;4;149,0;14,45;99,7;43,4;151,8;152,0;7169;363486;32,3;4,37;
0.210;13,0008536;79,9897756;152,1;0,4;0,8;96,5;109,2;1,406;0;1,3;5563;4;149,0;14,45;99,7;43,4;151,9;152,1;7169;363486;32,3;4,37;
0.215;13,0008536;79,9897756;152,1;0,4;0,8;96,5;109,2;1,406;0;1,3;5572;4;149,0;14,45;99,7;43,4;151,9;152,1;7169;363486;32,3;4,37;
0.220;13,0008413;79,9897663;152,2;0,4;0,8;96,5;109,2;1,406;0;1,5;5566;4;150,0;14,48;99,8;43,4;152,0;152,2;7169;363486;32,3;4,38;
0.225;13,0008413;79,9897663;152,2;0,4;0,8;96,5;109,2;1,406;0;1,5;5573;4;150,0;14,48;99,8;43,4;152,0;152,2;7169;363486;32,3;4,38;
0.230;13,0008413;79,9897663;152,3;0,5;0,7;96,6;109,3;0,000;1;1,5;5581;4;150,0;14,48;99,8;43,4;152,1;152,3;2;363486;40,9;4,38;
0.235;13,0008413;79,9897663;152,3;0,5;0,7;96,6;109,3;0,000;1;1,5;5579;4;150,0;14,48;99,8;43,4;152,1;152,3;2;363486;40,9;4,38;
0.240;13,0008413;79,9897663;152,4;0,5;0,7;96,6;109,3;0,000;1;1,9;5580;4;150,0;14,46;99,7;43,4;152,2;152,4;2;363486;40,9;4,38;
0.245;13,0008413;79,9897663;152,4;0,5;0,7;96,6;109,3;0,000;1;1,9;5582;4;150,0;14,46;99,7;43,4;152,2;152,4;2;363486;40,9;4,38;
0.250;13,0008413;79,9897663;152,5;0,5;0,7;96,6;109,3;0,000;1;1,9;5584;4;150,0;14,46;99,7;43,4;152,3;152,5;2;363486;40,9;4,38;
0.255;13,0008413;79,9897663;152,5;0,5;0,7;96,6;109,3;0,000;1;1,9;5591;4;150,0;14,46;99,7;43,4;152,3;152,5;2;363486;40,9;4,38;
0.260;13,0008291;79,9897570;152,5;0,5;0,7;96,6;109,3;0,000;1;1,8;5599;4;150,0;14,46;99,7;43,3;152,4;152,5;2;363486;40,9;4,39;
0.265;13,0008291;79,9897570;152,6;0,5;0,7;96,6;109,3;0,000;1;1,8;5607;4;150,0;14,46;99,7;43,3;152,4;152,6;2;363486;40,9;4,39;
0.270;13,0008291;79,9897570;152,6;0,5;0,7;96,6;109,3;0,000;1;1,8;5617;4;150,0;14,46;99,7;43,3;152,4;152,6;2;363486;40,9;4,39;
0.275;13,0008291;79,9897570;152,7;0,5;0,7;96,6;109,3;0,000;1;1,8;5615;4;150,0;14,46;99,7;43,3;152,5;152,7;2;363486;40,9;4,39;
0.280;13,0008291;79,9897570;152,7;0,5;0,6;96,5;108,7;0,001;1;2,3;5628;4;150,0;14,48;99,8;43,4;152,5;152,7;4;363486;44,3;4,39;
0.285;13,0008291;79,9897570;152,7;0,5;0,6;96,5;108,7;0,001;1;2,3;5629;4;150,0;14,48;99,8;43,4;152,5;152,7;4;363486;44,3;4,39;
0.290;13,0008291;79,9897570;152,8;0,5;0,6;96,5;108,7;0,001;1;2,3;5629;4;150,0;14,48;99,8;43,4;152,6;152,8;4;363486;44,3;4,39;
0.295;13,0008291;79,9897570;152,8;0,5;0,6;96,5;108,7;0,001;1;2,3;5636;4;150,0;14,48;99,8;43,4;152,6;152,8;4;363486;44,3;4,39;
0.300;13,0008169;79,9897477;152,9;0,5;0,6;96,5;108,7;0,001;1;2,2;5636;4;151,0;14,48;99,8;43,4;152,7;152,9;4;363486;44,3;4,40;
0.305;13,0008169;79,9897477;152,9;0,5;0,6;96,5;108,7;0,001;1;2,2;5639;4;151,0;14,48;99,8;43,4;152,7;152,9;4;363486;44,3;4,40;
0.310;13,0008169;79,9897477;153,0;0,5;0,6;96,5;108,7;0,001;1;2,2;5645;4;151,0;14,48;99,8;43,4;152,8;153,0;4;363486;44,3;4,40;
0.315;13,0008169;79,9897477;153,0;0,5;0,6;96,5;108,7;0,001;1;2,2;5641;4;151,0;14,48;99,8;43,4;152,8;153,0;4;363486;44,3;4,40;
0.320;13,0008169;79,9897477;153,1;0,5;0,6;96,5;108,7;0,001;1;3,0;5639;4;151,0;14,45;99,8;43,4;152,9;153,1;4;363486;44,3;4,40;
0.325;13,0008169;79,9897477;153,1;0,5;0,6;96,5;108,7;0,001;1;3,0;5638;4;151,0;14,45;99,8;43,4;152,9;153,1;4;363486;44,3;4,40;
0.330;13,0008169;79,9897477;153,2;0,4;0,8;96,9;108,7;0,002;1;3,0;5644;4;151,0;14,45;99,8;43,4;153,0;153,2;7;363486;35,6;4,40;
0.335;13,0008169;79,9897477;153,2;0,4;0,8;96,9;108,7;0,002;1;3,0;5649;4;151,0;14,45;99,8;43,4;153,0;153,2;7;363486;35,6;4,40;
0.340;13,0008045;79,9897384;153,3;0,4;0,8;96,9;108,7;0,002;1;2,8;5654;4;151,0;14,45;99,8;43,4;153,1;153,3;7;363486;35,6;4,40;
0.345;13,0008045;79,9897384;153,3;0,4;0,8;96,9;108,7;0,002;1;2,8;5654;4;151,0;14,45;99,8;43,4;153,1;153,3;7;363486;35,6;4,40;
0.350;13,0008045;79,9897384;153,4;0,4;0,8;96,9;108,7;0,002;1;2,8;5655;4;151,0;14,45;99,8;43,4;153,2;153,4;7;363486;35,6;4,40;
0.355;13,0008045;79,9897384;153,4;0,4;0,8;96,9;108,7;0,002;1;2,8;5655;4;151,0;14,45;99,8;43,4;153,3;153,4;7;363486;35,6;4,40;
0.360;13,0008045;79,9897384;153,5;0,4;0,8;96,9;108,7;0,002;1;3,3;5645;4;151,0;14,44;99,8;43,4;153,3;153,5;7;363486;35,6;4,41;
0.365;13,0008045;79,9897384;153,5;0,4;0,8;96,9;108,7;0,002;1;3,3;5646;4;151,0;14,44;99,8;43,4;153,4;153,5;7;363486;35,6;4,41;
0.370;13,0008045;79,9897384;153,5;0,4;0,8;96,9;108,7;0,002;1;3,3;5649;4;151,0;14,44;99,8;43,4;153,4;153,5;7;363486;35,6;4,41;
0.375;13,0008045;79,9897384;153,6;0,4;0,8;96,9;108,7;0,002;1;3,3;5649;4;151,0;14,44;99,8;43,4;153,5;153,6;7;363486;35,6;4,41;
0.380;13,0008045;79,9897384;153,7;0,5;0,7;96,7;108,7;0,003;1;3,3;5648;4;151,0;14,46;99,7;43,4;153,5;153,7;9;363495;42,2;4,41;
0.385;13,0008045;79,9897384;153,7;0,5;0,7;96,7;108,7;0,003;1;3,3;5655;4;151,0;14,46;99,7;43,4;153,6;153,7;9;363495;42,2;4,41;
0.390;13,0008045;79,9897384;153,7;0,5;0,7;96,7;108,7;0,003;1;3,3;5657;4;151,0;14,46;99,7;43,4;153,6;153,7;9;363495;42,2;4,41;
0.395;13,0008045;79,9897384;153,8;0,5;0,7;96,7;108,7;0,003;1;3,3;5654;4;151,0;14,46;99,7;43,4;153,7;153,8;9;363495;42,2;4,41;
0.400;13,0007921;79,9897291;153,9;0,5;0,7;96,7;108,7;0,003;1;3,4;5649;4;152,0;14,44;99,7;43,4;153,7;153,9;9;363495;42,2;4,41;
0.405;13,0007921;79,9897291;153,9;0,5;0,7;96,7;108,7;0,003;1;3,4;5648;4;152,0;14,44;99,7;43,4;153,8;153,9;9;363495;42,2;4,41;
0.410;13,0007921;79,9897291;153,9;0,5;0,7;96,7;108,7;0,003;1;3,4;5648;4;152,0;14,44;99,7;43,4;153,8;153,9;9;363495;42,2;4,41;
0.415;13,0007921;79,9897291;154,0;0,5;0,7;96,7;108,7;0,003;1;3,4;5648;4;152,0;14,44;99,7;43,4;153,9;154,0;9;363495;42,2;4,41;
0.420;13,0007796;79,9897199;154,0;0,5;0,7;96,7;108,7;0,003;1;3,8;5651;4;152,0;14,44;99,8;43,4;153,9;154,0;9;363495;42,2;4,41;
0.425;13,0007796;79,9897199;154,1;0,5;0,7;96,7;108,7;0,003;1;3,8;5657;4;152,0;14,44;99,8;43,4;154,0;154,1;9;363495;42,2;4,41;
0.430;13,0007796;79,9897199;154,1;0,5;0,8;96,8;108,6;0,004;1;3,8;5663;4;152,0;14,44;99,8;43,4;154,0;154,1;11;363495;38,6;4,41;
0.435;13,0007796;79,9897199;154,2;0,5;0,8;96,8;108,6;0,004;1;3,8;5672;4;152,0;14,44;99,8;43,4;154,1;154,2;11;363495;38,6;4,41;
0.440;13,0007796;79,9897199;154,3;0,5;0,8;96,8;108,6;0,004;1;3,4;5681;4;152,0;14,44;99,8;43,4;154,1;154,3;11;363495;38,6;4,41;
0.445;13,0007796;79,9897199;154,3;0,5;0,8;96,8;108,6;0,004;1;3,4;5680;4;152,0;14,44;99,8;43,4;154,2;154,3;11;363495;38,6;4,41;
0.450;13,0007796;79,9897199;154,3;0,5;0,8;96,8;108,6;0,004;1;3,4;5691;4;152,0;14,44;99,8;43,4;154,2;154,3;11;363495;38,6;4,41;
0.455;13,0007796;79,9897199;154,4;0,5;0,8;96,8;108,6;0,004;1;3,4;5696;4;152,0;14,44;99,8;43,4;154,2;154,4;11;363495;38,6;4,41;
0.460;13,0007670;79,9897108;154,4;0,5;0,8;96,8;108,6;0,004;1;3,6;5696;4;152,0;14,45;99,7;43,4;154,3;154,4;11;363495;38,6;4,41;
0.465;13,0007670;79,9897108;154,4;0,5;0,8;96,8;108,6;0,004;1;3,6;5694;4;152,0;14,45;99,7;43,4;154,3;154,4;11;363495;38,6;4,41;
0.470;13,0007670;79,9897108;154,5;0,5;0,8;96,8;108,6;0,004;1;3,6;5700;4;152,0;14,45;99,7;43,4;154,3;154,5;11;363495;38,6;4,41;
0.475;13,0007670;79,9897108;154,5;0,5;0,8;96,8;108,6;0,004;1;3,6;5697;4;152,0;14,45;99,7;43,4;154,4;154,5;11;363495;38,6;4,41;
0.480;13,0007541;79,9897014;154,6;0,4;0,8;96,8;109,1;0,005;1;4,2;5697;4;154,0;14,43;99,8;43,4;154,4;154,6;13;363495;35,2;4,42;
0.485;13,0007541;79,9897014;154,6;0,4;0,8;96,8;109,1;0,005;1;4,2;5700;4;154,0;14,43;99,8;43,4;154,4;154,6;13;363495;35,2;4,42;
0.490;13,0007541;79,9897014;154,6;0,4;0,8;96,8;109,1;0,005;1;4,2;5705;4;154,0;14,43;99,8;43,4;154,5;154,6;13;363495;35,2;4,42;
0.495;13,0007541;79,9897014;154,7;0,4;0,8;96,8;109,1;0,005;1;4,2;5710;4;154,0;14,43;99,8;43,4;154,5;154,7;13;363495;35,2;4,42;
0.500;13,0007541;79,9897014;154,7;0,4;0,8;96,8;109,1;0,005;1;5,0;5715;4;154,0;14,42;99,8;43,4;154,6;154,7;13;363495;35,2;4,41;
0.505;13,0007541;79,9897014;154,7;0,4;0,8;96,8;109,1;0,005;1;5,0;5722;4;154,0;14,42;99,8;43,4;154,6;154,7;13;363495;35,2;4,41;
0.510;13,0007541;79,9897014;154,8;0,4;0,8;96,8;109,1;0,005;1;5,0;5738;4;154,0;14,42;99,8;43,4;154,6;154,8;13;363495;35,2;4,41;
0.515;13,0007541;79,9897014;154,8;0,4;0,8;96,8;109,1;0,005;1;5,0;5754;4;154,0;14,42;99,8;43,4;154,7;154,8;13;363495;35,2;4,41;
0.520;13,0007541;79,9897014;154,9;0,4;0,8;96,8;109,1;0,005;1;4,8;5773;4;154,0;14,42;99,7;43,4;154,7;154,9;13;363495;35,2;4,42;
0.525;13,0007541;79,9897014;154,9;0,4;0,8;96,8;109,1;0,005;1;4,8;5784;4;154,0;14,42;99,7;43,4;154,8;154,9;13;363495;35,2;4,42;
0.530;13,0007541;79,9897014;155,0;0,4;0,7;97,3;109,0;0,006;1;4,8;5795;4;154,0;14,42;99,7;43,4;154,8;155,0;15;363495;38,3;4,42;
0.535;13,0007541;79,9897014;155,0;0,4;0,7;97,3;109,0;0,006;1;4,8;5798;4;154,0;14,42;99,7;43,4;154,9;155,0;15;363495;38,3;4,42;
0.540;13,0007541;79,9897014;155,1;0,4;0,7;97,3;109,0;0,006;1;4,5;5796;4;154,0;14,43;99,8;43,4;155,0;155,1;15;363495;38,3;4,42;
0.545;13,0007541;79,9897014;155,2;0,4;0,7;97,3;109,0;0,006;1;4,5;5801;4;154,0;14,43;99,8;43,4;155,0;155,2;15;363495;38,3;4,42;
0.550;13,0007541;79,9897014;155,2;0,4;0,7;97,3;109,0;0,006;1;4,5;5802;4;154,0;14,43;99,8;43,4;155,1;155,2;15;363495;38,3;4,42;
0.555;13,0007541;79,9897014;155,3;0,4;0,7;97,3;109,0;0,006;1;4,5;5807;4;154,0;14,43;99,8;43,4;155,2;155,3;15;363495;38,3;4,42;
0.560;13,0007414;79,9896918;155,3;0,4;0,7;97,3;109,0;0,006;1;3,8;5806;4;155,0;14,45;99,8;43,4;155,2;155,3;15;363495;38,3;4,43;
0.565;13,0007414;79,9896918;155,4;0,4;0,7;97,3;109,0;0,006;1;3,8;5801;4;155,0;14,45;99,8;43,4;155,3;155,4;15;363495;38,3;4,43;
0.570;13,0007414;79,9896918;155,5;0,4;0,7;97,3;109,0;0,006;1;3,8;5781;4;155,0;14,45;99,8;43,4;155,4;155,5;15;363495;38,3;4,43;
0.575;13,0007414;79,9896918;155,6;0,4;0,7;97,3;109,0;0,006;1;3,8;5768;4;155,0;14,45;99,8;43,4;155,5;155,6;15;363495;38,3;4,43;
0.580;13,0007289;79,9896823;155,7;0,6;0,6;97,0;109,6;0,007;1;4,3;5747;4;155,0;14,47;99,7;43,4;155,5;155,7;17;363503;49,7;4,44;
0.585;13,0007289;79,9896823;155,7;0,6;0,6;97,0;109,6;0,007;1;4,3;5728;4;155,0;14,47;99,7;43,4;155,7;155,7;17;363503;49,7;4,44;
0.590;13,0007289;79,9896823;155,8;0,6;0,6;97,0;109,6;0,007;1;4,3;5704;4;155,0;14,47;99,7;43,4;155,8;155,8;17;363503;49,7;4,44;
0.595;13,0007289;79,9896823;155,9;0,6;0,6;97,0;109,6;0,007;1;4,3;5695;4;155,0;14,47;99,7;43,4;155,8;155,9;17;363503;49,7;4,44;
0.600;13,0007164;79,9896727;156,0;0,6;0,6;97,0;109,6;0,007;1;3,2;5684;4;155,0;14,45;99,7;43,4;156,0;156,0;17;363503;49,7;4,45;
0.605;13,0007164;79,9896727;156,1;0,6;0,6;97,0;109,6;0,007;1;3,2;5681;4;155,0;14,45;99,7;43,4;156,0;156,1;17;363503;49,7;4,45;
0.610;13,0007164;79,9896727;156,2;0,6;0,6;97,0;109,6;0,007;1;3,2;5675;4;155,0;14,45;99,7;43,4;156,1;156,2;17;363503;49,7;4,45;
0.615;13,0007164;79,9896727;156,2;0,6;0,6;97,0;109,6;0,007;1;3,2;5685;4;155,0;14,45;99,7;43,4;156,2;156,2;17;363503;49,7;4,45;
0.620;13,0007164;79,9896727;156,3;0,6;0,6;97,0;109,6;0,007;1;2,7;5697;4;155,0;14,44;99,8;43,4;156,3;156,3;17;363503;49,7;4,45;
0.625;13,0007164;79,9896727;156,3;0,6;0,6;97,0;109,6;0,007;1;2,7;5711;4;155,0;14,44;99,8;43,4;156,3;156,3;17;363503;49,7;4,45;
0.630;13,0007164;79,9896727;156,4;0,4;0,7;96,4;109,4;0,008;1;2,7;5725;4;155,0;14,44;99,8;43,4;156,4;156,4;19;363503;34,2;4,45;
0.635;13,0007164;79,9896727;156,5;0,4;0,7;96,4;109,4;0,008;1;2,7;5740;4;155,0;14,44;99,8;43,4;156,5;156,5;19;363503;34,2;4,45;
0.640;13,0007164;79,9896727;156,5;0,4;0,7;96,4;109,4;0,008;1;2,8;5751;4;155,0;14,43;99,7;43,4;156,5;156,5;19;363503;34,2;4,45;
0.645;13,0007164;79,9896727;156,6;0,4;0,7;96,4;109,4;0,008;1;2,8;5757;4;155,0;14,43;99,7;43,4;156,6;156,6;19;363503;34,2;4,45;
0.650;13,0007164;79,9896727;156,6;0,4;0,7;96,4;109,4;0,008;1;2,8;5758;4;155,0;14,43;99,7;43,4;156,6;156,6;19;363503;34,2;4,45;
0.655;13,0007164;79,9896727;156,7;0,4;0,7;96,4;109,4;0,008;1;2,8;5757;4;155,0;14,43;99,7;43,4;156,7;156,7;19;363503;34,2;4,45;
0.660;13,0007038;79,9896633;156,8;0,4;0,7;96,4;109,4;0,008;1;2,6;5755;4;155,0;14,43;99,9;43,5;156,8;156,7;19;363503;34,2;4,45;
0.665;13,0007038;79,9896633;156,8;0,4;0,7;96,4;109,4;0,008;1;2,6;5750;4;155,0;14,43;99,9;43,5;156,8;156,8;19;363503;34,2;4,45;
0.670;13,0007038;79,9896633;156,8;0,4;0,7;96,4;109,4;0,008;1;2,6;5745;4;155,0;14,43;99,9;43,5;156,8;156,8;19;363503;34,2;4,45;
0.675;13,0007038;79,9896633;156,9;0,4;0,7;96,4;109,4;0,008;1;2,6;5735;4;155,0;14,43;99,9;43,5;156,9;156,9;19;363503;34,2;4,45;
0.680;13,0007038;79,9896633;156,9;0,5;0,5;96,9;109,1;0,009;1;2,7;5735;4;155,0;14,46;99,8;43,5;156,9;156,9;22;363503;47,7;4,45;
0.685;13,0007038;79,9896633;157,0;0,5;0,5;96,9;109,1;0,009;1;2,7;5737;4;155,0;14,46;99,8;43,5;156,9;157,0;22;363503;47,7;4,45;
0.690;13,0007038;79,9896633;157,0;0,5;0,5;96,9;109,1;0,009;1;2,7;5745;4;155,0;14,46;99,8;43,5;157,0;157,0;22;363503;47,7;4,45;
0.695;13,0007038;79,9896633;157,1;0,5;0,5;96,9;109,1;0,009;1;2,7;5749;4;155,0;14,46;99,8;43,5;157,0;157,1;22;363503;47,7;4,45;
0.700;13,0006914;79,9896535;157,1;0,5;0,5;96,9;109,1;0,009;1;2,8;5763;4;155,0;14,47;99,9;43,5;157,1;157,1;22;363503;47,7;4,45;
0.705;13,0006914;79,9896535;157,2;0,5;0,5;96,9;109,1;0,009;1;2,8;5779;4;155,0;14,47;99,9;43,5;157,1;157,2;22;363503;47,7;4,45;
0.710;13,0006914;79,9896535;157,2;0,5;0,5;96,9;109,1;0,009;1;2,8;5795;4;155,0;14,47;99,9;43,5;157,1;157,2;22;363503;47,7;4,45;
0.715;13,0006914;79,9896535;157,3;0,5;0,5;96,9;109,1;0,009;1;2,8;5808;4;155,0;14,47;99,9;43,5;157,2;157,3;22;363503;47,7;4,45;
0.720;13,0006914;79,9896535;157,3;0,5;0,5;96,9;109,1;0,009;1;2,6;5813;4;155,0;14,46;99,8;43,5;157,2;157,3;22;363503;47,7;4,44;
0.725;13,0006914;79,9896535;157,4;0,5;0,5;96,9;109,1;0,009;1;2,6;5817;4;155,0;14,46;99,8;43,5;157,2;157,4;22;363503;47,7;4,44;
0.730;13,0006914;79,9896535;157,4;0,5;0,8;96,9;109,2;0,009;1;2,6;5815;4;155,0;14,46;99,8;43,5;157,3;157,4;24;363503;39,8;4,44;
0.735;13,0006914;79,9896535;157,5;0,5;0,8;96,9;109,2;0,009;1;2,6;5809;4;155,0;14,46;99,8;43,5;157,4;157,5;24;363503;39,8;4,44;
0.740;13,0006788;79,9896439;157,5;0,5;0,8;96,9;109,2;0,009;1;3,2;5808;4;155,0;14,45;99,7;43,5;157,4;157,5;24;363503;39,8;4,45;
0.745;13,0006788;79,9896439;157,6;0,5;0,8;96,9;109,2;0,009;1;3,2;5803;4;155,0;14,45;99,7;43,5;157,5;157,6;24;363503;39,8;4,45;
0.750;13,0006788;79,9896439;157,7;0,5;0,8;96,9;109,2;0,009;1;3,2;5801;4;155,0;14,45;99,7;43,5;157,5;157,7;24;363503;39,8;4,45;
0.755;13,0006788;79,9896439;157,7;0,5;0,8;96,9;109,2;0,009;1;3,2;5798;4;155,0;14,45;99,7;43,5;157,5;157,7;24;363503;39,8;4,45;
0.760;13,0006788;79,9896439;157,8;0,5;0,8;96,9;109,2;0,009;1;3,3;5798;4;155,0;14,44;99,7;43,5;157,6;157,8;24;363503;39,8;4,44;
0.765;13,0006788;79,9896439;157,8;0,5;0,8;96,9;109,2;0,009;1;3,3;5796;4;155,0;14,44;99,7;43,5;157,6;157,8;24;363503;39,8;4,44;
0.770;13,0006788;79,9896439;157,9;0,5;0,8;96,9;109,2;0,009;1;3,3;5792;4;155,0;14,44;99,7;43,5;157,7;157,9;24;363503;39,8;4,44;
