Time;GPS_Lat;GPS_Long;CarSpeed;pBrakeF;pBrakeR;tWater;tOil;mFuelConsLap;Logger_Lap;aSteering;RPM;Gear;GPS_Speed;VBatt;rPedal;tAir;WSpeed_FL;WSpeed_FR;DistanceLap;DistanceFull;BrakeBalance;pOil;
52.465;13,0045173;79,9787536;107,8;0,4;0,8;94,5;109,6;0,446;1;38,7;4714;3;106,0;14,50;21,4;44,5;107,8;105,3;1872;365356;33,3;4,30;
52.470;13,0045173;79,9787536;107,8;0,4;0,8;94,5;109,6;0,446;1;38,7;4718;3;106,0;14,50;21,4;44,5;107,8;105,3;1872;365356;33,3;4,30;
52.475;13,0045173;79,9787536;107,8;0,4;0,8;94,5;109,6;0,446;1;38,7;4721;3;106,0;14,50;21,4;44,5;107,8;105,3;1872;365356;33,3;4,30;
52.480;13,0045173;79,9787536;107,8;0,4;0,7;94,7;109,4;0,446;1;38,6;4717;3;106,0;14,50;21,3;44,5;107,8;105,3;1873;365356;36,6;4,29;
52.485;13,0045173;79,9787536;107,8;0,4;0,7;94,7;109,4;0,446;1;38,6;4715;3;106,0;14,50;21,3;44,5;107,8;105,3;1873;365356;36,6;4,29;
52.490;13,0045173;79,9787536;107,8;0,4;0,7;94,7;109,4;0,446;1;38,6;4717;3;106,0;14,50;21,3;44,5;107,8;105,4;1873;365356;36,6;4,29;
52.495;13,0045173;79,9787536;107,9;0,4;0,7;94,7;109,4;0,446;1;38,6;4722;3;106,0;14,50;21,3;44,5;107,9;105,3;1873;365356;36,6;4,29;
52.500;13,0045273;79,9787578;107,9;0,4;0,7;94,7;109,4;0,446;1;37,4;4733;3;106,0;14,50;21,5;44,5;107,9;105,4;1873;365356;36,6;4,29;
52.505;13,0045273;79,9787578;107,9;0,4;0,7;94,7;109,4;0,446;1;37,4;4742;3;106,0;14,50;21,5;44,5;107,9;105,4;1873;365356;36,6;4,29;
52.510;13,0045273;79,9787578;107,9;0,4;0,7;94,7;109,4;0,446;1;37,4;4754;3;106,0;14,50;21,5;44,5;107,9;105,4;1873;365356;36,6;4,29;
52.515;13,0045273;79,9787578;107,9;0,4;0,7;94,7;109,4;0,446;1;37,4;4763;3;106,0;14,50;21,5;44,5;107,9;105,4;1873;365356;36,6;4,29;
52.520;13,0045273;79,9787578;107,9;0,4;0,7;94,7;109,4;0,446;1;36,5;4772;3;106,0;14,50;21,4;44,5;107,9;105,4;1873;365356;36,6;4,30;
52.525;13,0045273;79,9787578;107,9;0,4;0,7;94,7;109,4;0,446;1;36,5;4778;3;106,0;14,50;21,4;44,5;107,9;105,4;1873;365356;36,6;4,30;
52.530;13,0045273;79,9787578;107,9;0,5;0,7;94,6;109,3;0,447;1;36,5;4779;3;106,0;14,50;21,4;44,5;107,9;105,4;1875;365356;42,2;4,30;
52.535;13,0045273;79,9787578;107,9;0,5;0,7;94,6;109,3;0,447;1;36,5;4779;3;106,0;14,50;21,4;44,5;107,9;105,4;1875;365356;42,2;4,30;
52.540;13,0045374;79,9787621;108,0;0,5;0,7;94,6;109,3;0,447;1;35,9;4775;3;107,0;14,49;21,5;44,4;108,0;105,4;1875;365356;42,2;4,31;
52.545;13,0045374;79,9787621;108,0;0,5;0,7;94,6;109,3;0,447;1;35,9;4766;3;107,0;14,49;21,5;44,4;108,0;105,4;1875;365356;42,2;4,31;
52.550;13,0045374;79,9787621;108,0;0,5;0,7;94,6;109,3;0,447;1;35,9;4755;3;107,0;14,49;21,5;44,4;108,0;105,4;1875;365356;42,2;4,31;
52.555;13,0045374;79,9787621;108,0;0,5;0,7;94,6;109,3;0,447;1;35,9;4740;3;107,0;14,49;21,5;44,4;108,0;105,4;1875;365356;42,2;4,31;
52.560;13,0045374;79,9787621;108,1;0,5;0,7;94,6;109,3;0,447;1;34,6;4731;3;107,0;14,50;21,7;44,4;108,1;105,5;1875;365356;42,2;4,30;
52.565;13,0045374;79,9787621;108,1;0,5;0,7;94,6;109,3;0,447;1;34,6;4724;3;107,0;14,50;21,7;44,4;108,1;105,5;1875;365356;42,2;4,30;
52.570;13,0045374;79,9787621;108,1;0,5;0,7;94,6;109,3;0,447;1;34,6;4724;3;107,0;14,50;21,7;44,4;108,1;105,5;1875;365356;42,2;4,30;
52.575;13,0045374;79,9787621;108,1;0,5;0,7;94,6;109,3;0,447;1;34,6;4724;3;107,0;14,50;21,7;44,4;108,1;105,5;1875;365356;42,2;4,30;
52.580;13,0045374;79,9787621;108,2;0,5;0,8;94,7;110,0;0,447;1;33,3;4727;3;107,0;14,50;21,7;44,3;108,2;105,5;1876;365362;38,3;4,29;
52.585;13,0045374;79,9787621;108,2;0,5;0,8;94,7;110,0;0,447;1;33,3;4734;3;107,0;14,50;21,7;44,3;108,2;105,6;1876;365362;38,3;4,29;
52.590;13,0045374;79,9787621;108,2;0,5;0,8;94,7;110,0;0,447;1;33,3;4747;3;107,0;14,50;21,7;44,3;108,2;105,6;1876;365362;38,3;4,29;
52.595;13,0045374;79,9787621;108,3;0,5;0,8;94,7;110,0;0,447;1;33,3;4758;3;107,0;14,50;21,7;44,3;108,3;105,6;1876;365362;38,3;4,29;
52.600;13,0045473;79,9787663;108,3;0,5;0,8;94,7;110,0;0,447;1;31,8;4769;3;107,0;14,51;21,7;44,3;108,3;105,6;1876;365362;38,3;4,30;
52.605;13,0045473;79,9787663;108,3;0,5;0,8;94,7;110,0;0,447;1;31,8;4777;3;107,0;14,51;21,7;44,3;108,3;105,6;1876;365362;38,3;4,30;
52.610;13,0045473;79,9787663;108,3;0,5;0,8;94,7;110,0;0,447;1;31,8;4779;3;107,0;14,51;21,7;44,3;108,3;105,7;1876;365362;38,3;4,30;
52.615;13,0045473;79,9787663;108,3;0,5;0,8;94,7;110,0;0,447;1;31,8;4781;3;107,0;14,51;21,7;44,3;108,3;105,7;1876;365362;38,3;4,30;
52.620;13,0045571;79,9787707;108,4;0,5;0,8;94,7;110,0;0,447;1;31,4;4779;3;107,0;14,49;21,9;44,3;108,4;105,7;1876;365362;38,3;4,32;
52.625;13,0045571;79,9787707;108,4;0,5;0,8;94,7;110,0;0,447;1;31,4;4774;3;107,0;14,49;21,9;44,3;108,4;105,7;1876;365362;38,3;4,32;
52.630;13,0045571;79,9787707;108,4;0,5;0,8;94,7;110,0;0,447;1;31,4;4766;3;107,0;14,49;21,9;44,3;108,4;105,8;1878;365362;40,8;4,32;
52.635;13,0045571;79,9787707;108,4;0,5;0,8;94,7;110,0;0,447;1;31,4;4758;3;107,0;14,49;21,9;44,3;108,4;105,8;1878;365362;40,8;4,32;
52.640;13,0045571;79,9787707;108,5;0,5;0,8;94,7;110,0;0,447;1;30,6;4749;3;107,0;14,48;21,9;44,3;108,5;105,8;1878;365362;40,8;4,31;
52.645;13,0045571;79,9787707;108,5;0,5;0,8;94,7;110,0;0,447;1;30,6;4743;3;107,0;14,48;21,9;44,3;108,5;105,9;1878;365362;40,8;4,31;
52.650;13,0045571;79,9787707;108,5;0,5;0,8;94,7;110,0;0,447;1;30,6;4735;3;107,0;14,48;21,9;44,3;108,5;105,9;1878;365362;40,8;4,31;
52.655;13,0045571;79,9787707;108,5;0,5;0,8;94,7;110,0;0,447;1;30,6;4728;3;107,0;14,48;21,9;44,3;108,5;106,0;1878;365362;40,8;4,31;
52.660;13,0045667;79,9787755;108,6;0,5;0,8;94,7;110,0;0,447;1;29,1;4726;3;106,0;14,48;21,9;44,2;108,6;106,0;1878;365362;40,8;4,30;
52.665;13,0045667;79,9787755;108,6;0,5;0,8;94,7;110,0;0,447;1;29,1;4725;3;106,0;14,48;21,9;44,2;108,6;106,0;1878;365362;40,8;4,30;
52.670;13,0045667;79,9787755;108,6;0,5;0,8;94,7;110,0;0,447;1;29,1;4728;3;106,0;14,48;21,9;44,2;108,6;106,0;1878;365362;40,8;4,30;
52.675;13,0045667;79,9787755;108,6;0,5;0,8;94,7;110,0;0,447;1;29,1;4738;3;106,0;14,48;21,9;44,2;108,6;106,1;1878;365362;40,8;4,30;
52.680;13,0045667;79,9787755;108,7;0,5;0,8;94,8;110,2;0,448;1;28,6;4749;3;106,0;14,49;21,7;44,2;108,7;106,1;1879;365362;38,1;4,30;
52.685;13,0045667;79,9787755;108,7;0,5;0,8;94,8;110,2;0,448;1;28,6;4763;3;106,0;14,49;21,7;44,2;108,7;106,1;1879;365362;38,1;4,30;
52.690;13,0045667;79,9787755;108,7;0,5;0,8;94,8;110,2;0,448;1;28,6;4778;3;106,0;14,49;21,7;44,2;108,7;106,2;1879;365362;38,1;4,30;
52.695;13,0045667;79,9787755;108,8;0,5;0,8;94,8;110,2;0,448;1;28,6;4788;3;106,0;14,49;21,7;44,2;108,8;106,2;1879;365362;38,1;4,30;
52.700;13,0045763;79,9787804;108,8;0,5;0,8;94,8;110,2;0,448;1;27,9;4795;3;106,0;14,49;22,0;44,2;108,8;106,2;1879;365362;38,1;4,32;
52.705;13,0045763;79,9787804;108,8;0,5;0,8;94,8;110,2;0,448;1;27,9;4797;3;106,0;14,49;22,0;44,2;108,8;106,3;1879;365362;38,1;4,32;
52.710;13,0045763;79,9787804;108,8;0,5;0,8;94,8;110,2;0,448;1;27,9;4794;3;106,0;14,49;22,0;44,2;108,8;106,3;1879;365362;38,1;4,32;
52.715;13,0045763;79,9787804;108,8;0,5;0,8;94,8;110,2;0,448;1;27,9;4787;3;106,0;14,49;22,0;44,2;108,8;106,3;1879;365362;38,1;4,32;
52.720;13,0045763;79,9787804;108,8;0,5;0,8;94,8;110,2;0,448;1;29,3;4779;3;106,0;14,47;22,7;44,2;108,8;106,3;1879;365362;38,1;4,33;
52.725;13,0045763;79,9787804;108,8;0,5;0,8;94,8;110,2;0,448;1;29,3;4772;3;106,0;14,47;22,7;44,2;108,8;106,4;1879;365362;38,1;4,33;
52.730;13,0045763;79,9787804;108,8;0,4;0,7;94,7;110,0;0,448;1;29,3;4761;3;106,0;14,47;22,7;44,2;108,8;106,4;1881;365362;35,9;4,33;
52.735;13,0045763;79,9787804;108,9;0,4;0,7;94,7;110,0;0,448;1;29,3;4751;3;106,0;14,47;22,7;44,2;108,9;106,4;1881;365362;35,9;4,33;
52.740;13,0045858;79,9787854;108,8;0,4;0,7;94,7;110,0;0,448;1;31,5;4743;3;107,0;14,47;22,9;44,1;108,8;106,4;1881;365362;35,9;4,32;
52.745;13,0045858;79,9787854;108,9;0,4;0,7;94,7;110,0;0,448;1;31,5;4736;3;107,0;14,47;22,9;44,1;108,9;106,4;1881;365362;35,9;4,32;
52.750;13,0045858;79,9787854;108,9;0,4;0,7;94,7;110,0;0,448;1;31,5;4736;3;107,0;14,47;22,9;44,1;108,9;106,4;1881;365362;35,9;4,32;
52.755;13,0045858;79,9787854;108,9;0,4;0,7;94,7;110,0;0,448;1;31,5;4735;3;107,0;14,47;22,9;44,1;108,9;106,5;1881;365362;35,9;4,32;
52.760;13,0045858;79,9787854;108,9;0,4;0,7;94,7;110,0;0,448;1;32,1;4737;3;107,0;14,47;22,8;44,1;108,9;106,5;1881;365362;35,9;4,31;
52.765;13,0045858;79,9787854;108,9;0,4;0,7;94,7;110,0;0,448;1;32,1;4744;3;107,0;14,47;22,8;44,1;108,9;106,5;1881;365362;35,9;4,31;
52.770;13,0045858;79,9787854;108,9;0,4;0,7;94,7;110,0;0,448;1;32,1;4754;3;107,0;14,47;22,8;44,1;108,9;106,5;1881;365362;35,9;4,31;
52.775;13,0045858;79,9787854;108,9;0,4;0,7;94,7;110,0;0,448;1;32,1;4763;3;107,0;14,47;22,8;44,1;108,9;106,6;1881;365362;35,9;4,31;
52.780;13,0045952;79,9787907;109,0;0,5;0,8;94,7;109,7;0,449;1;31,9;4769;3;107,0;14,48;23,0;44,1;109,0;106,6;1882;365368;39,5;4,32;
52.785;13,0045952;79,9787907;109,0;0,5;0,8;94,7;109,7;0,449;1;31,9;4777;3;107,0;14,48;23,0;44,1;109,0;106,6;1882;365368;39,5;4,32;
52.790;13,0045952;79,9787907;109,0;0,5;0,8;94,7;109,7;0,449;1;31,9;4784;3;107,0;14,48;23,0;44,1;109,0;106,6;1882;365368;39,5;4,32;
52.795;13,0045952;79,9787907;109,0;0,5;0,8;94,7;109,7;0,449;1;31,9;4786;3;107,0;14,48;23,0;44,1;109,0;106,7;1882;365368;39,5;4,32;
52.800;13,0045952;79,9787907;109,0;0,5;0,8;94,7;109,7;0,449;1;32,6;4791;3;107,0;14,49;23,0;44,0;109,0;106,7;1882;365368;39,5;4,33;
52.805;13,0045952;79,9787907;109,0;0,5;0,8;94,7;109,7;0,449;1;32,6;4791;3;107,0;14,49;23,0;44,0;109,0;106,7;1882;365368;39,5;4,33;
52.810;13,0045952;79,9787907;109,0;0,5;0,8;94,7;109,7;0,449;1;32,6;4791;3;107,0;14,49;23,0;44,0;109,0;106,7;1882;365368;39,5;4,33;
52.815;13,0045952;79,9787907;109,0;0,5;0,8;94,7;109,7;0,449;1;32,6;4790;3;107,0;14,49;23,0;44,0;109,0;106,8;1882;365368;39,5;4,33;
52.820;13,0046044;79,9787963;109,1;0,5;0,8;94,7;109,7;0,449;1;33,0;4791;3;107,0;14,50;23,0;44,0;109,1;106,8;1882;365368;39,5;4,32;
52.825;13,0046044;79,9787963;109,1;0,5;0,8;94,7;109,7;0,449;1;33,0;4794;3;107,0;14,50;23,0;44,0;109,1;106,8;1882;365368;39,5;4,32;
52.830;13,0046044;79,9787963;109,1;0,5;0,8;94,5;109,8;0,449;1;33,0;4794;3;107,0;14,50;23,0;44,0;109,1;106,8;1884;365368;39,5;4,32;
52.835;13,0046044;79,9787963;109,1;0,5;0,8;94,5;109,8;0,449;1;33,0;4794;3;107,0;14,50;23,0;44,0;109,1;106,8;1884;365368;39,5;4,32;
52.840;13,0046044;79,9787963;109,1;0,5;0,8;94,5;109,8;0,449;1;33,2;4794;3;107,0;14,51;23,1;44,0;109,1;106,9;1884;365368;39,5;4,31;
52.845;13,0046044;79,9787963;109,1;0,5;0,8;94,5;109,8;0,449;1;33,2;4794;3;107,0;14,51;23,1;44,0;109,1;106,9;1884;365368;39,5;4,31;
52.850;13,0046044;79,9787963;109,1;0,5;0,8;94,5;109,8;0,449;1;33,2;4796;3;107,0;14,51;23,1;44,0;109,1;106,9;1884;365368;39,5;4,31;
52.855;13,0046044;79,9787963;109,1;0,5;0,8;94,5;109,8;0,449;1;33,2;4794;3;107,0;14,51;23,1;44,0;109,1;106,9;1884;365368;39,5;4,31;
52.860;13,0046139;79,9788018;109,1;0,5;0,8;94,5;109,8;0,449;1;34,4;4791;3;107,0;14,50;23,0;44,0;109,1;106,9;1884;365368;39,5;4,32;
52.865;13,0046139;79,9788018;109,1;0,5;0,8;94,5;109,8;0,449;1;34,4;4789;3;107,0;14,50;23,0;44,0;109,1;107,0;1884;365368;39,5;4,32;
52.870;13,0046139;79,9788018;109,1;0,5;0,8;94,5;109,8;0,449;1;34,4;4788;3;107,0;14,50;23,0;44,0;109,1;107,0;1884;365368;39,5;4,32;
52.875;13,0046139;79,9788018;109,1;0,5;0,8;94,5;109,8;0,449;1;34,4;4789;3;107,0;14,50;23,0;44,0;109,1;107,0;1884;365368;39,5;4,32;
52.880;13,0046231;79,9788075;109,1;0,6;0,7;94,8;109,9;0,449;1;36,7;4784;3;107,0;14,49;23,0;43,9;109,1;107,0;1885;365368;44,0;4,33;
52.885;13,0046231;79,9788075;109,2;0,6;0,7;94,8;109,9;0,449;1;36,7;4780;3;107,0;14,49;23,0;43,9;109,2;107,0;1885;365368;44,0;4,33;
52.890;13,0046231;79,9788075;109,2;0,6;0,7;94,8;109,9;0,449;1;36,7;4780;3;107,0;14,49;23,0;43,9;109,2;107,0;1885;365368;44,0;4,33;
52.895;13,0046231;79,9788075;109,2;0,6;0,7;94,8;109,9;0,449;1;36,7;4776;3;107,0;14,49;23,0;43,9;109,2;107,0;1885;365368;44,0;4,33;
52.900;13,0046231;79,9788075;109,2;0,6;0,7;94,8;109,9;0,449;1;39,6;4775;3;107,0;14,50;23,1;43,9;109,2;107,0;1885;365368;44,0;4,31;
52.905;13,0046231;79,9788075;109,2;0,6;0,7;94,8;109,9;0,449;1;39,6;4771;3;107,0;14,50;23,1;43,9;109,2;107,0;1885;365368;44,0;4,31;
52.910;13,0046231;79,9788075;109,2;0,6;0,7;94,8;109,9;0,449;1;39,6;4769;3;107,0;14,50;23,1;43,9;109,2;107,0;1885;365368;44,0;4,31;
52.915;13,0046231;79,9788075;109,2;0,6;0,7;94,8;109,9;0,449;1;39,6;4771;3;107,0;14,50;23,1;43,9;109,2;107,1;1885;365368;44,0;4,31;
52.920;13,0046231;79,9788075;109,2;0,6;0,7;94,8;109,9;0,449;1;41,0;4776;3;107,0;14,50;23,0;43,9;109,2;107,1;1885;365368;44,0;4,31;
52.925;13,0046231;79,9788075;109,2;0,6;0,7;94,8;109,9;0,449;1;41,0;4779;3;107,0;14,50;23,0;43,9;109,2;107,1;1885;365368;44,0;4,31;
52.930;13,0046231;79,9788075;109,3;0,5;0,7;94,9;110,1;0,450;1;41,0;4783;3;107,0;14,50;23,0;43,9;109,3;107,1;1887;365368;39,7;4,31;
52.935;13,0046231;79,9788075;109,3;0,5;0,7;94,9;110,1;0,450;1;41,0;4786;3;107,0;14,50;23,0;43,9;109,3;107,1;1887;365368;39,7;4,31;
52.940;13,0046324;79,9788134;109,3;0,5;0,7;94,9;110,1;0,450;1;39,5;4798;3;107,0;14,52;23,0;43,9;109,3;107,1;1887;365368;39,7;4,32;
52.945;13,0046324;79,9788134;109,3;0,5;0,7;94,9;110,1;0,450;1;39,5;4809;3;107,0;14,52;23,0;43,9;109,3;107,1;1887;365368;39,7;4,32;
52.950;13,0046324;79,9788134;109,4;0,5;0,7;94,9;110,1;0,450;1;39,5;4818;3;107,0;14,52;23,0;43,9;109,4;107,1;1887;365368;39,7;4,32;
52.955;13,0046324;79,9788134;109,4;0,5;0,7;94,9;110,1;0,450;1;39,5;4823;3;107,0;14,52;23,0;43,9;109,4;107,2;1887;365368;39,7;4,32;
52.960;13,0046324;79,9788134;109,4;0,5;0,7;94,9;110,1;0,450;1;37,7;4826;3;107,0;14,51;22,9;43,9;109,4;107,2;1887;365368;39,7;4,32;
52.965;13,0046324;79,9788134;109,5;0,5;0,7;94,9;110,1;0,450;1;37,7;4833;3;107,0;14,51;22,9;43,9;109,5;107,2;1887;365368;39,7;4,32;
52.970;13,0046324;79,9788134;109,5;0,5;0,7;94,9;110,1;0,450;1;37,7;4840;3;107,0;14,51;22,9;43,9;109,5;107,2;1887;365368;39,7;4,32;
52.975;13,0046324;79,9788134;109,5;0,5;0,7;94,9;110,1;0,450;1;37,7;4847;3;107,0;14,51;22,9;43,9;109,5;107,3;1887;365368;39,7;4,32;
52.980;13,0046324;79,9788134;109,6;0,7;0,8;94,4;109,9;0,450;1;35,9;4850;3;107,0;14,49;23,0;43,9;109,6;107,3;1888;365374;45,6;4,31;
52.985;13,0046324;79,9788134;109,6;0,7;0,8;94,4;109,9;0,450;1;35,9;4851;3;107,0;14,49;23,0;43,9;109,6;107,3;1888;365374;45,6;4,31;
52.990;13,0046324;79,9788134;109,6;0,7;0,8;94,4;109,9;0,450;1;35,9;4853;3;107,0;14,49;23,0;43,9;109,6;107,3;1888;365374;45,6;4,31;
52.995;13,0046324;79,9788134;109,6;0,7;0,8;94,4;109,9;0,450;1;35,9;4853;3;107,0;14,49;23,0;43,9;109,6;107,3;1888;365374;45,6;4,31;
53.000;13,0046415;79,9788193;109,7;0,7;0,8;94,4;109,9;0,450;1;35,8;4853;3;107,0;14,49;23,0;43,8;109,7;107,3;1888;365374;45,6;4,32;
53.005;13,0046415;79,9788193;109,7;0,7;0,8;94,4;109,9;0,450;1;35,8;4849;3;107,0;14,49;23,0;43,8;109,7;107,3;1888;365374;45,6;4,32;
53.010;13,0046415;79,9788193;109,8;0,7;0,8;94,4;109,9;0,450;1;35,8;4844;3;107,0;14,49;23,0;43,8;109,8;107,3;1888;365374;45,6;4,32;
53.015;13,0046415;79,9788193;109,8;0,7;0,8;94,4;109,9;0,450;1;35,8;4838;3;107,0;14,49;23,0;43,8;109,8;107,3;1888;365374;45,6;4,32;
53.020;13,0046506;79,9788254;109,8;0,7;0,8;94,4;109,9;0,450;1;36,7;4831;3;108,0;14,49;23,1;43,8;109,8;107,3;1888;365374;45,6;4,33;
53.025;13,0046506;79,9788254;109,8;0,7;0,8;94,4;109,9;0,450;1;36,7;4825;3;108,0;14,49;23,1;43,8;109,8;107,3;1888;365374;45,6;4,33;
53.030;13,0046506;79,9788254;109,9;0,5;0,7;94,4;109,7;0,451;1;36,7;4816;3;108,0;14,49;23,1;43,8;109,9;107,3;1890;365374;44,1;4,33;
53.035;13,0046506;79,9788254;109,9;0,5;0,7;94,4;109,7;0,451;1;36,7;4808;3;108,0;14,49;23,1;43,8;109,9;107,3;1890;365374;44,1;4,33;
53.040;13,0046506;79,9788254;109,9;0,5;0,7;94,4;109,7;0,451;1;37,8;4801;3;108,0;14,49;23,1;43,8;109,9;107,3;1890;365374;44,1;4,32;
53.045;13,0046506;79,9788254;109,9;0,5;0,7;94,4;109,7;0,451;1;37,8;4794;3;108,0;14,49;23,1;43,8;109,9;107,3;1890;365374;44,1;4,32;
53.050;13,0046506;79,9788254;110,0;0,5;0,7;94,4;109,7;0,451;1;37,8;4793;3;108,0;14,49;23,1;43,8;110,0;107,3;1890;365374;44,1;4,32;
53.055;13,0046506;79,9788254;110,0;0,5;0,7;94,4;109,7;0,451;1;37,8;4793;3;108,0;14,49;23,1;43,8;110,0;107,4;1890;365374;44,1;4,32;
53.060;13,0046596;79,9788317;110,0;0,5;0,7;94,4;109,7;0,451;1;37,7;4796;3;108,0;14,50;23,0;43,8;110,0;107,4;1890;365374;44,1;4,31;
53.065;13,0046596;79,9788317;110,1;0,5;0,7;94,4;109,7;0,451;1;37,7;4802;3;108,0;14,50;23,0;43,8;110,1;107,4;1890;365374;44,1;4,31;
53.070;13,0046596;79,9788317;110,1;0,5;0,7;94,4;109,7;0,451;1;37,7;4809;3;108,0;14,50;23,0;43,8;110,1;107,4;1890;365374;44,1;4,31;
53.075;13,0046596;79,9788317;110,1;0,5;0,7;94,4;109,7;0,451;1;37,7;4815;3;108,0;14,50;23,0;43,8;110,1;107,4;1890;365374;44,1;4,31;
53.080;13,0046596;79,9788317;110,2;0,4;0,8;94,4;109,7;0,451;1;37,2;4821;3;108,0;14,49;22,9;43,8;110,2;107,4;1891;365374;33,7;4,32;
53.085;13,0046596;79,9788317;110,2;0,4;0,8;94,4;109,7;0,451;1;37,2;4830;3;108,0;14,49;22,9;43,8;110,2;107,4;1891;365374;33,7;4,32;
53.090;13,0046596;79,9788317;110,2;0,4;0,8;94,4;109,7;0,451;1;37,2;4836;3;108,0;14,49;22,9;43,8;110,2;107,4;1891;365374;33,7;4,32;
53.095;13,0046596;79,9788317;110,3;0,4;0,8;94,4;109,7;0,451;1;37,2;4841;3;108,0;14,49;22,9;43,8;110,3;107,5;1891;365374;33,7;4,32;
53.100;13,0046685;79,9788382;110,3;0,4;0,8;94,4;109,7;0,451;1;35,6;4846;3;108,0;14,50;23,0;43,8;110,3;107,5;1891;365374;33,7;4,33;
53.105;13,0046685;79,9788382;110,3;0,4;0,8;94,4;109,7;0,451;1;35,6;4846;3;108,0;14,50;23,0;43,8;110,3;107,5;1891;365374;33,7;4,33;
53.110;13,0046685;79,9788382;110,3;0,4;0,8;94,4;109,7;0,451;1;35,6;4848;3;108,0;14,50;23,0;43,8;110,3;107,5;1891;365374;33,7;4,33;
53.115;13,0046685;79,9788382;110,3;0,4;0,8;94,4;109,7;0,451;1;35,6;4852;3;108,0;14,50;23,0;43,8;110,3;107,5;1891;365374;33,7;4,33;
53.120;13,0046685;79,9788382;110,3;0,4;0,8;94,4;109,7;0,451;1;36,0;4855;3;108,0;14,49;23,0;43,7;110,3;107,5;1891;365374;33,7;4,32;
53.125;13,0046685;79,9788382;110,4;0,4;0,8;94,4;109,7;0,451;1;36,0;4851;3;108,0;14,49;23,0;43,7;110,4;107,5;1891;365374;33,7;4,32;
53.130;13,0046685;79,9788382;110,3;0,4;0,7;94,6;109,4;0,451;1;36,0;4848;3;108,0;14,49;23,0;43,7;110,3;107,5;1893;365374;37,5;4,32;
53.135;13,0046685;79,9788382;110,4;0,4;0,7;94,6;109,4;0,451;1;36,0;4843;3;108,0;14,49;23,0;43,7;110,4;107,6;1893;365374;37,5;4,32;
53.140;13,0046773;79,9788450;110,4;0,4;0,7;94,6;109,4;0,451;1;36,8;4838;3;108,0;14,49;23,0;43,7;110,4;107,6;1893;365374;37,5;4,32;
53.145;13,0046773;79,9788450;110,4;0,4;0,7;94,6;109,4;0,451;1;36,8;4834;3;108,0;14,49;23,0;43,7;110,4;107,6;1893;365374;37,5;4,32;
53.150;13,0046773;79,9788450;110,4;0,4;0,7;94,6;109,4;0,451;1;36,8;4835;3;108,0;14,49;23,0;43,7;110,4;107,6;1893;365374;37,5;4,32;
53.155;13,0046773;79,9788450;110,4;0,4;0,7;94,6;109,4;0,451;1;36,8;4833;3;108,0;14,49;23,0;43,7;110,4;107,6;1893;365374;37,5;4,32;
53.160;13,0046861;79,9788516;110,4;0,4;0,7;94,6;109,4;0,451;1;36,6;4831;3;108,0;14,51;23,0;43,7;110,4;107,6;1893;365374;37,5;4,33;
53.165;13,0046861;79,9788516;110,4;0,4;0,7;94,6;109,4;0,451;1;36,6;4834;3;108,0;14,51;23,0;43,7;110,4;107,7;1893;365374;37,5;4,33;
53.170;13,0046861;79,9788516;110,4;0,4;0,7;94,6;109,4;0,451;1;36,6;4840;3;108,0;14,51;23,0;43,7;110,4;107,7;1893;365374;37,5;4,33;
53.175;13,0046861;79,9788516;110,4;0,4;0,7;94,6;109,4;0,451;1;36,6;4847;3;108,0;14,51;23,0;43,7;110,4;107,7;1893;365374;37,5;4,33;
53.180;13,0046861;79,9788516;110,5;0,5;0,7;94,0;109,4;0,452;1;36,9;4856;3;108,0;14,51;23,1;43,7;110,5;107,7;1895;365381;40,9;4,32;
53.185;13,0046861;79,9788516;110,5;0,5;0,7;94,0;109,4;0,452;1;36,9;4861;3;108,0;14,51;23,1;43,7;110,5;107,7;1895;365381;40,9;4,32;
53.190;13,0046861;79,9788516;110,5;0,5;0,7;94,0;109,4;0,452;1;36,9;4866;3;108,0;14,51;23,1;43,7;110,5;107,7;1895;365381;40,9;4,32;
53.195;13,0046861;79,9788516;110,5;0,5;0,7;94,0;109,4;0,452;1;36,9;4870;3;108,0;14,51;23,1;43,7;110,5;107,8;1895;365381;40,9;4,32;
53.200;13,0046861;79,9788516;110,5;0,5;0,7;94,0;109,4;0,452;1;37,4;4871;3;108,0;14,52;23,0;43,7;110,5;107,8;1895;365381;40,9;4,33;
53.205;13,0046861;79,9788516;110,5;0,5;0,7;94,0;109,4;0,452;1;37,4;4872;3;108,0;14,52;23,0;43,7;110,5;107,8;1895;365381;40,9;4,33;
53.210;13,0046861;79,9788516;110,6;0,5;0,7;94,0;109,4;0,452;1;37,4;4872;3;108,0;14,52;23,0;43,7;110,6;107,9;1895;365381;40,9;4,33;
53.215;13,0046861;79,9788516;110,6;0,5;0,7;94,0;109,4;0,452;1;37,4;4871;3;108,0;14,52;23,0;43,7;110,6;107,9;1895;365381;40,9;4,33;
53.220;13,0046947;79,9788586;110,6;0,5;0,7;94,0;109,4;0,452;1;37,5;4869;3;109,0;14,51;23,1;43,7;110,6;107,9;1895;365381;40,9;4,34;
53.225;13,0046947;79,9788586;110,6;0,5;0,7;94,0;109,4;0,452;1;37,5;4867;3;109,0;14,51;23,1;43,7;110,6;108,0;1895;365381;40,9;4,34;
